RID	GLOSS	DOCULECT	Language_Name	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE	NOTES
HrusoAkaJamiri_242	many	HrusoAkaJamiri	Hruso Aka (Jamiri)	MANY	1198	ʔaɲe	ʔa+ɲe	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	MARRY (AS MAN)	2164	Ø	Ø	Ø	
HrusoAkaJamiri_62	meat	HrusoAkaJamiri	Hruso Aka (Jamiri)	MEAT	634	ɸu	ɸu	Abraham2018	*su
HrusoAkaJamiri_30	noon	HrusoAkaJamiri	Hruso Aka (Jamiri)	MIDDAY	12	xumdʒu	xum+dʒu	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	MIDDLE	1093	Ø	Ø	Ø	
HrusoAkaJamiri_3	moon	HrusoAkaJamiri	Hruso Aka (Jamiri)	MOON	1313	hŏbe	ho+be	Abraham2018	*lu
HrusoAkaJamiri_29	morning	HrusoAkaJamiri	Hruso Aka (Jamiri)	MORNING	1339	saxa	sa+xa	Abraham2018	
HrusoAkaJamiri_98	mosquito	HrusoAkaJamiri	Hruso Aka (Jamiri)	MOSQUITO	1509	səxən	sə+xən	Abraham2018	
HrusoAkaJamiri_131	mother	HrusoAkaJamiri	Hruso Aka (Jamiri)	MOTHER	1216	aɲi	a+ɲi	Abraham2018	*me-naj (*a-naj)
HrusoAkaJamiri_12	mountain	HrusoAkaJamiri	Hruso Aka (Jamiri)	MOUNTAIN	639	phu	pʰu	Abraham2018	
HrusoAkaJamiri_108	mouth or language	HrusoAkaJamiri	Hruso Aka (Jamiri)	MOUTH	674	ʔə̆nzu	ʔə+nzu	Abraham2018	*mə-nuŋ
HrusoAkaJamiri_16	mud	HrusoAkaJamiri	Hruso Aka (Jamiri)	MUD	640	nogzə	no+gzə	Abraham2018	
HrusoAkaJamiri_86	rat	HrusoAkaJamiri	Hruso Aka (Jamiri)	MUROID (MOUSE OR RAT)	2139	rh̥umo	r̥umo	Abraham2018	
HrusoAkaJamiri_141	name	HrusoAkaJamiri	Hruso Aka (Jamiri)	NAME	1405	ʔəɲəɲə	ʔə+ɲə+ɲə	Abraham2018	*mə-mjiŋ
HrusoAkaJamiri_253	narrow	HrusoAkaJamiri	Hruso Aka (Jamiri)	NARROW	1267	ʔemiʃa	ʔe+mi+ʃa	Abraham2018	
HrusoAkaJamiri_282	near	HrusoAkaJamiri	Hruso Aka (Jamiri)	NEAR	1942	ʔəɲisə	ʔə+ɲi+sə	Abraham2018	*mə-nej
HrusoAkaJamiri_101	neck	HrusoAkaJamiri	Hruso Aka (Jamiri)	NECK	1333	ʔənəxo	ʔə+nə+xo	Abraham2018	
HrusoAkaJamiri_155	needle	HrusoAkaJamiri	Hruso Aka (Jamiri)	NEEDLE (FOR SEWING)	1382	səkʃə	sə+kʃə	Abraham2018	
HrusoAkaJamiri_276	new	HrusoAkaJamiri	Hruso Aka (Jamiri)	NEW	1231	ʔə̆kə̆n	ʔə+kən	Abraham2018	*mə-gə-nu
HrusoAkaJamiri_143	nine	HrusoAkaJamiri	Hruso Aka (Jamiri)	NINE	1483	st̪ə	s+tə	Abraham2018	*sə-tiŋ
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	NIT	267	Ø	Ø	Ø	
HrusoAkaJamiri_104	nose	HrusoAkaJamiri	Hruso Aka (Jamiri)	NOSE	1221	ʔuʃə	ʔu+ʃə	Abraham2018	
HrusoAkaJamiri_277	old	HrusoAkaJamiri	Hruso Aka (Jamiri)	OLD (AGED)	2112	ʔə̆me	ʔə+me	Abraham2018	*mə-ɕoʔ
HrusoAkaJamiri_225	one	HrusoAkaJamiri	Hruso Aka (Jamiri)	ONE	1493	ʔa	ʔa	Abraham2018	*a-ken
HrusoAkaJamiri_nan	otter	HrusoAkaJamiri	Hruso Aka (Jamiri)	OTTER	15	size	si+ze	Simon1993	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	OUTSIDE	762	Ø	Ø	Ø	
HrusoAkaJamiri_nan	pig	HrusoAkaJamiri	Hruso Aka (Jamiri)	PIG	1337	ʋo	ʋo	Abraham2018	*jowʔ
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	PLANT (SOMETHING)	1486	Ø	Ø	Ø	
HrusoAkaJamiri_201	to play	HrusoAkaJamiri	Hruso Aka (Jamiri)	PLAY	1413	st̪udʒo	s+tu+dʒo	Abraham2018	
HrusoAkaJamiri_206	to pull	HrusoAkaJamiri	Hruso Aka (Jamiri)	PULL	1455	byjo	by+jo	Abraham2018	
HrusoAkaJamiri_205	to push	HrusoAkaJamiri	Hruso Aka (Jamiri)	PUSH	1452	d̪hədʒo	dʰə+dʒo	Abraham2018	
HrusoAkaJamiri_6	rain	HrusoAkaJamiri	Hruso Aka (Jamiri)	RAIN (PRECIPITATION)	658	jedʒăʃə	je+dʒa+ʃə	Abraham2018	*nə-dəj; *pro
HrusoAkaJamiri_7	rainbow	HrusoAkaJamiri	Hruso Aka (Jamiri)	RAINBOW	1733	ɲedʒiləgo	ɲe+dʒi+lə+go	Abraham2018	
HrusoAkaJamiri_287	red	HrusoAkaJamiri	Hruso Aka (Jamiri)	RED	156	tʃu	tʃu	Abraham2018	*tɕaʔ
HrusoAkaJamiri_nan	sit or stay	HrusoAkaJamiri	Hruso Aka (Jamiri)	DWELL (LIVE, RESIDE)	363	xowe	xo+we	Abraham2018	*dʑuC
HrusoAkaJamiri_33	paddy rice	HrusoAkaJamiri	Hruso Aka (Jamiri)	RICE PLANT	2026	ʔo	ʔo	Abraham2018	*an
HrusoAkaJamiri_283	right	HrusoAkaJamiri	Hruso Aka (Jamiri)	RIGHT	1019	tʃədʒə	tʃə+dʒə	Abraham2018	
HrusoAkaJamiri_14	river	HrusoAkaJamiri	Hruso Aka (Jamiri)	RIVER	666	khu	kʰu	Abraham2018	
HrusoAkaJamiri_170	road	HrusoAkaJamiri	Hruso Aka (Jamiri)	ROAD	667	motoxabo	mo+to+xa+bo	Abraham2018	*lam-baŋ
HrusoAkaJamiri_47	root	HrusoAkaJamiri	Hruso Aka (Jamiri)	ROOT	670	ʔə̆kʃe	ʔə+kʃe	Abraham2018	*mə-kriŋ
HrusoAkaJamiri_nan	cane; rope	HrusoAkaJamiri	Hruso Aka (Jamiri)	ROPE	1218	ʃu	ʃu	Simon1993	*su; cane = rope
HrusoAkaJamiri_nan	round	HrusoAkaJamiri	Hruso Aka (Jamiri)	ROUND	1395	ud͡ʒərəu	u+dʒə+rəu	Simon1993	*mə-də-rəw
HrusoAkaJamiri_nan	run	HrusoAkaJamiri	Hruso Aka (Jamiri)	RUN	1519	Ø	Ø	Ø	
HrusoAkaJamiri_63	salt	HrusoAkaJamiri	Hruso Aka (Jamiri)	SALT	1274	xu	xu	Abraham2018	*lu
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	SALTY	1091	Ø	Ø	Ø	
HrusoAkaJamiri_19	sand	HrusoAkaJamiri	Hruso Aka (Jamiri)	SAND	671	bali	ba+li	Abraham2018	*sə-gə-raj
HrusoAkaJamiri_nan	scratch	HrusoAkaJamiri	Hruso Aka (Jamiri)	SCRATCH	1436	khryo-u	kʰrjo-u	Simon1993	
HrusoAkaJamiri_11	sea	HrusoAkaJamiri	Hruso Aka (Jamiri)	SEA	1474	Ø	Ø	Ø	
HrusoAkaJamiri_182	to see	HrusoAkaJamiri	Hruso Aka (Jamiri)	SEE	1409	hodʒo	ho+dʒo	Abraham2018	*gaŋ
HrusoAkaJamiri_55	seed	HrusoAkaJamiri	Hruso Aka (Jamiri)	SEED	714	ʔə̆sə	ʔə+sə	Abraham2018	*mə-θai
HrusoAkaJamiri_231	seven	HrusoAkaJamiri	Hruso Aka (Jamiri)	SEVEN	1704	mɹo	m+ɹo	Abraham2018	*mə-ljak
HrusoAkaJamiri_nan	sharp	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHARP	1396	zhiu	ʒiu	Simon1993	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHEEP	1331	Ø	Ø	Ø	
HrusoAkaJamiri_nan	excrete or defecate	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHIT (DEFECATE)	676	t͡si	tsi	SA	*tsəj
HrusoAkaJamiri_nan	shoot	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHOOT	1172	Ø	Ø	Ø	
HrusoAkaJamiri_247	short (length)	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHORT	1645	ʔĕtʃesa	ʔe+tʃe+sa	Abraham2018	*mə-nuŋ
HrusoAkaJamiri_nan	shoulder	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHOULDER	1482	Ø	Ø	Ø	
HrusoAkaJamiri_nan	shy	HrusoAkaJamiri	Hruso Aka (Jamiri)	SHY	487	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	SICKLE	341	Ø	Ø	Ø	
HrusoAkaJamiri_190	to sing	HrusoAkaJamiri	Hruso Aka (Jamiri)	SING	1261	nuxədʒo	nu+xə+dʒo	Abraham2018	
HrusoAkaJamiri_230	six	HrusoAkaJamiri	Hruso Aka (Jamiri)	SIX	1703	xe	xe	Abraham2018	*reC
HrusoAkaJamiri_120	skin	HrusoAkaJamiri	Hruso Aka (Jamiri)	SKIN	763	ʔə̆tʃhə	ʔə+tʃʰə	Abraham2018	*mə-prja
HrusoAkaJamiri_1	sky	HrusoAkaJamiri	Hruso Aka (Jamiri)	SKY	1732	medze	me+dze	Abraham2018	*nə-də-laŋ
HrusoAkaJamiri_197	to sleep	HrusoAkaJamiri	Hruso Aka (Jamiri)	SLEEP	1585	d͡ʒu	dʒu	Simon1993	*dʑV
HrusoAkaJamiri_245	small	HrusoAkaJamiri	Hruso Aka (Jamiri)	SMALL	1246	ʔĕmisa	ʔe+mi+sa	Abraham2018	
HrusoAkaJamiri_nan	smell	HrusoAkaJamiri	Hruso Aka (Jamiri)	SMELL (PERCEIVE)	1586	sohu	so+hu	Simon1993	
HrusoAkaJamiri_167	smoke	HrusoAkaJamiri	Hruso Aka (Jamiri)	SMOKE (EXHAUST)	778	mŭkʃə	mu+kʃə	Abraham2018	*maj-kən
HrusoAkaJamiri_nan	soft; smooth	HrusoAkaJamiri	Hruso Aka (Jamiri)	SMOOTH	1234	dʒu	dʒu	Simon1993	*mə-lə-prjuC
HrusoAkaJamiri_73	snake	HrusoAkaJamiri	Hruso Aka (Jamiri)	SNAKE	730	by	by	Abraham2018	*bəw
HrusoAkaJamiri_nan	snow	HrusoAkaJamiri	Hruso Aka (Jamiri)	SNOW	784	tʰĩɲo	tʰĩ+ɲo	Simon1993	*də-ren
HrusoAkaJamiri_nan	soft; smooth	HrusoAkaJamiri	Hruso Aka (Jamiri)	SOFT	1856	dʒu	dʒu	Simon1993	*mə-lə-prjuC
HrusoAkaJamiri_134	son	HrusoAkaJamiri	Hruso Aka (Jamiri)	SON	1620	ʔosa	ʔo+sa	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	SOW SEEDS	748	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	SPARROW	1854	Ø	Ø	Ø	
HrusoAkaJamiri_96	spider	HrusoAkaJamiri	Hruso Aka (Jamiri)	SPIDER	843	ʃagəxa	ʃa+gə+xa	Abraham2018	
HrusoAkaJamiri_nan	spit	HrusoAkaJamiri	Hruso Aka (Jamiri)	SPIT	1440	zemji-u	zem+dʒi+u	Simon1993	
HrusoAkaJamiri_174	to stand	HrusoAkaJamiri	Hruso Aka (Jamiri)	STAND	1442	gudʒu	gu+dʒu	Abraham2018	*gu
HrusoAkaJamiri_4	star	HrusoAkaJamiri	Hruso Aka (Jamiri)	STAR	1430	lə̆tsə	lə+tsə	Abraham2018	*lə-tɕuŋ
HrusoAkaJamiri_217	to steal	HrusoAkaJamiri	Hruso Aka (Jamiri)	STEAL	713	t͡sak͡sə	tsa+ksə	Simon1993	*kə
HrusoAkaJamiri_nan	stick	HrusoAkaJamiri	Hruso Aka (Jamiri)	STICK	1295	Ø	Ø	Ø	
HrusoAkaJamiri_18	stone	HrusoAkaJamiri	Hruso Aka (Jamiri)	STONE	857	khunu	kʰu+nu	Abraham2018	
HrusoAkaJamiri_nan	straight	HrusoAkaJamiri	Hruso Aka (Jamiri)	STRAIGHT	1404	gədou	gə+dou	Simon1993	*mə-gə-raŋ
HrusoAkaJamiri_2	sun	HrusoAkaJamiri	Hruso Aka (Jamiri)	SUN	1343	d͡ʒu	dʒu	Simon1993	*dʑuʔ
HrusoAkaJamiri_83	tail	HrusoAkaJamiri	Hruso Aka (Jamiri)	TAIL	1220	ʔexem	ʔe+xem	Abraham2018	*mə-lə-mrjaj
HrusoAkaJamiri_234	ten	HrusoAkaJamiri	Hruso Aka (Jamiri)	TEN	1515	xə	xə	Abraham2018	*rəŋ
HrusoAkaJamiri_296	that thing	HrusoAkaJamiri	Hruso Aka (Jamiri)	THAT	78	those	tʰo+se	Abraham2018	*paj-tɕi
HrusoAkaJamiri_nan	there (same level)	HrusoAkaJamiri	Hruso Aka (Jamiri)	THERE	1937	di-ge	də+gɛ	Simon1993	
HrusoAkaJamiri_nan	thick	HrusoAkaJamiri	Hruso Aka (Jamiri)	THICK	1244	Ø	Ø	Ø	
HrusoAkaJamiri_251	thin	HrusoAkaJamiri	Hruso Aka (Jamiri)	THIN (OF SHAPE OF OBJECT)	2249	ʔĕd̪ə̆xasa	ʔe+də+xa+sa	Abraham2018	
HrusoAkaJamiri_nan	think	HrusoAkaJamiri	Hruso Aka (Jamiri)	THINK (REFLECT)	1415	Ø	Ø	Ø	
HrusoAkaJamiri_295	this thing	HrusoAkaJamiri	Hruso Aka (Jamiri)	THIS	1214	huŋlo	huŋ+lo	Simon1993	*huŋ
HrusoAkaJamiri_300	2nd sg. (familiar)	HrusoAkaJamiri	Hruso Aka (Jamiri)	THOU	1215	bha	bʰa	Abraham2018	*ni
HrusoAkaJamiri_227	three	HrusoAkaJamiri	Hruso Aka (Jamiri)	THREE	492	dʒə	dʒə	Abraham2018	*gə-θəm
HrusoAkaJamiri_203	to throw	HrusoAkaJamiri	Hruso Aka (Jamiri)	THROW	1456	dʒowadʒo	dʒo+wa+dʒo	Abraham2018	
HrusoAkaJamiri_10	thunder	HrusoAkaJamiri	Hruso Aka (Jamiri)	THUNDER	1150	ɲedʒĕbjo	ɲe+dʒe+bjo	Abraham2018	
HrusoAkaJamiri_68	tiger	HrusoAkaJamiri	Hruso Aka (Jamiri)	TIGER	846	ʃə̆kʃə	ʃə+kʃə	Abraham2018	
HrusoAkaJamiri_22	today	HrusoAkaJamiri	Hruso Aka (Jamiri)	TODAY	1283	jo	jo	Abraham2018	
HrusoAkaJamiri_24	tomorrow	HrusoAkaJamiri	Hruso Aka (Jamiri)	TOMORROW	1329	dʒaha	dʒa+ha	Abraham2018	
HrusoAkaJamiri_109	tongue	HrusoAkaJamiri	Hruso Aka (Jamiri)	TONGUE	1205	ʔedʒabla	ʔe+dʒa+b+la	Abraham2018	*bə-laj
HrusoAkaJamiri_110	tooth	HrusoAkaJamiri	Hruso Aka (Jamiri)	TOOTH	1380	ʔethu	ʔe+tʰu	Abraham2018	*mə-taC
HrusoAkaJamiri_43	tree	HrusoAkaJamiri	Hruso Aka (Jamiri)	TREE	906	ʃoɲi	ʃo+ɲi	Abraham2018	*(g)o-naj
HrusoAkaJamiri_237	twenty	HrusoAkaJamiri	Hruso Aka (Jamiri)	TWENTY	1710	bə̆ʃa	bə+ʃa	Abraham2018	
HrusoAkaJamiri_226	two	HrusoAkaJamiri	Hruso Aka (Jamiri)	TWO	1498	kʃə	k+ʃə	Abraham2018	*gə-niC
HrusoAkaJamiri_nan	thigh	HrusoAkaJamiri	Hruso Aka (Jamiri)	UPPER LEG (THIGH)	471	Ø	Ø	Ø	*mə-lu
HrusoAkaJamiri_nan	vomit	HrusoAkaJamiri	Hruso Aka (Jamiri)	VOMIT	1278	Ø	Ø	Ø	*mu
HrusoAkaJamiri_177	to walk	HrusoAkaJamiri	Hruso Aka (Jamiri)	WALK	1443	dʒu	dʒu	Abraham2018	*daj
HrusoAkaJamiri_13	water	HrusoAkaJamiri	Hruso Aka (Jamiri)	WATER	948	khu	kʰu	Abraham2018	*wi
HrusoAkaJamiri_304	1st pl.	HrusoAkaJamiri	Hruso Aka (Jamiri)	WE (INCLUSIVE)	1131	ɲi	ɲi	Abraham2018	*ka-ni
HrusoAkaJamiri_271	wet	HrusoAkaJamiri	Hruso Aka (Jamiri)	WET	1726	dɹu	dɹu	Abraham2018	
HrusoAkaJamiri_293	what	HrusoAkaJamiri	Hruso Aka (Jamiri)	WHAT	1236	ha	ha	Abraham2018	*tiŋ
HrusoAkaJamiri_36	wheat	HrusoAkaJamiri	Hruso Aka (Jamiri)	WHEAT	1077	phu	pʰu	Abraham2018	
HrusoAkaJamiri_291	where	HrusoAkaJamiri	Hruso Aka (Jamiri)	WHERE	1237	hagə	ha+gə	Abraham2018	*kəʔ
HrusoAkaJamiri_286	white	HrusoAkaJamiri	Hruso Aka (Jamiri)	WHITE	1335	gro	gro	Abraham2018	*mə-graN (changed)
HrusoAkaJamiri_292	who	HrusoAkaJamiri	Hruso Aka (Jamiri)	WHO	1235	dʒu	dʒu	Abraham2018	*θu
HrusoAkaJamiri_133	wife	HrusoAkaJamiri	Hruso Aka (Jamiri)	WIFE	1199	ʔoɸom	ʔo+ɸom	Abraham2018	
HrusoAkaJamiri_8	wind	HrusoAkaJamiri	Hruso Aka (Jamiri)	WIND	960	ɲedʒĕʃə	ɲe+dʒe+ʃə	Abraham2018	*low
HrusoAkaJamiri_nan	wing	HrusoAkaJamiri	Hruso Aka (Jamiri)	WING	1257	Ø	Ø	Ø	*gə/mə-tɕəwC
HrusoAkaJamiri_208	to wipe	HrusoAkaJamiri	Hruso Aka (Jamiri)	WIPE	1454	dɹagdɹa	dɹa+g+dɹa	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	WOLF	522	Ø	Ø	Ø	
HrusoAkaJamiri_129	woman	HrusoAkaJamiri	Hruso Aka (Jamiri)	WOMAN	962	mimi	mi+mi	Abraham2018	*nə+mə+raj
HrusoAkaJamiri_nan	wood	HrusoAkaJamiri	Hruso Aka (Jamiri)	WOOD	1803	ʃo	ʃo	Simon1993	*(g)o; firewood = wood
HrusoAkaJamiri_27	year	HrusoAkaJamiri	Hruso Aka (Jamiri)	YEAR	1226	ʔodʒe	ʔo+dʒe	Abraham2018	*də-niŋ
HrusoAkaJamiri_289	yellow	HrusoAkaJamiri	Hruso Aka (Jamiri)	YELLOW	1424	dʒju	dʒju	Abraham2018	
HrusoAkaJamiri_23	yesterday	HrusoAkaJamiri	Hruso Aka (Jamiri)	YESTERDAY	1174	ɸu	ɸu	Abraham2018	*də-gaC
HrusoAkaJamiri_305	2nd pl. (familiar)	HrusoAkaJamiri	Hruso Aka (Jamiri)	YOU	1213	dʒo	dʒo	Abraham2018	*dʑV
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	YOUNG	1207	Ø	Ø	Ø	
Bangru_279	above	Bangru	Bangru	ABOVE	1741	məjɔ tɔts	mə+jɔ+tɔts	TB	
Bangru_243	all	Bangru	Bangru	ALL	98	mələŋ	mə+ləŋ	TB	
Bangru_97	ant	Bangru	Bangru	ANT	587	səɲiː	sə+ɲiː	BandL2015	*si-ni
Bangru_nan	Ø	Bangru	Bangru	ARMPIT	1886	Ø	Ø	Ø	
Bangru_275	bad	Bangru	Bangru	BAD	1292	mənɛ̃ĩ(ŋ)	mə+nɛ̃ĩŋ	BandL2015	*mə-niŋ
Bangru_48	bamboo	Bangru	Bangru	BAMBOO	1927	baː	baː	BandL2015	*bra
Bangru_nan	Ø	Bangru	Bangru	BARLEY	932	Ø	Ø	Ø	
Bangru_nan	alive	Bangru	Bangru	BE ALIVE	1422	məgɔŋ	mə+gɔŋ	TB	
Bangru_123	belly	Bangru	Bangru	BELLY	1251	mələgu	mə+lə+gu	TB	
Bangru_280	below	Bangru	Bangru	BELOW OR UNDER	1485	mətʃai	mə+tʃai	TB	
Bangru_244	big	Bangru	Bangru	BIG	1202	mədua	mə+dua	BandL2015	*mə-doʔ
Bangru_91	bird	Bangru	Bangru	BIRD	937	pәd͡ʑuː	pә+dʑuː	BandL2015	*bə-dow
Bangru_191	to bite	Bangru	Bangru	BITE	1403	toː	toː	BandL2015	*taʔ
Bangru_285	black	Bangru	Bangru	BLACK	163	wapai	wa+pai	TB	
Bangru_121	blood	Bangru	Bangru	BLOOD	946	jaː	jaː	BandL2015	*jaC
Bangru_nan	blow	Bangru	Bangru	BLOW (OF WIND)	175	màìˀ	maiˀ	BandL2015	
Bangru_118	bone	Bangru	Bangru	BONE	1394	məriː	mə+riː	BandL2015	*mə-ri-jaŋ
Bangru_44	branch	Bangru	Bangru	BRANCH	1531	aːʔ	aːʔ	BandL2015	
Bangru_60	breast; milk	Bangru	Bangru	BREAST	1402	mənəŋ	mə+nəŋ	BandL2015	*mə-nuŋ  milk = breast
Bangru_214	to burn	Bangru	Bangru	BURNING	1428	(mɛː) d͡ʑoː	dʑoː	BandL2015	
Bangru_215	to buy	Bangru	Bangru	BUY	1869	paiŋ	paiŋ	TB	
Bangru_nan	Ø	Bangru	Bangru	CHEW	321	Ø	Ø	Ø	
Bangru_nan	child	Bangru	Bangru	CHILD (YOUNG HUMAN)	1304	məd͡ʑuː	mə+dʑuː	BandL2015	
Bangru_115	fingernail	Bangru	Bangru	CLAW OR NAIL	2128	məgɛkɛ̃ĩŋ	mə+gɛ+kɛ̃ĩŋ	TB	
Bangru_5	cloud	Bangru	Bangru	CLOUD	1489	waːwəː	waː+wəː	BandL2015	*maj-məwŋ
Bangru_273	cold	Bangru	Bangru	COLD	1287	ɲəŋai	ɲə+ŋai	TB	
Bangru_173	to come	Bangru	Bangru	COME	1446	dʲak	dʲak	TB	
Bangru_nan	correct	Bangru	Bangru	CORRECT (RIGHT)	1725	tepu aro	te+pu+a+ro	TB	
Bangru_nan	count	Bangru	Bangru	COUNT	1420	maːne	maː+ne	TB	
Bangru_185	to cry	Bangru	Bangru	CRY	1839	kjeː	kjeː	BandL2015	*kraC
Bangru_nan	Ø	Bangru	Bangru	DARK	706	Ø	Ø	Ø	
Bangru_135	daughter	Bangru	Bangru	DAUGHTER	1357	mədʒuː ɲəwɛː	mə+dʒuː+ɲə+wɛː	TB	
Bangru_nan	Ø	Bangru	Bangru	DEW	1977	Ø	Ø	Ø	
Bangru_222	to die	Bangru	Bangru	DIE	1494	tai	tai	BandL2015	*θəj
Bangru_nan	dig	Bangru	Bangru	DIG	1418	taː	taː	BandL2015	*taC
Bangru_nan	dirty	Bangru	Bangru	DIRTY	1230	ɲət͡ɕi̤	ɲə+tɕi̤	BandL2015	*ni-tɕi
Bangru_78	dog	Bangru	Bangru	DOG	2009	sopɛː	so+pɛː	BandL2015	
Bangru_198	to dream	Bangru	Bangru	DREAM	2374	tjamәː	tja+mәː	BandL2015	*tai-mə
Bangru_189	to drink	Bangru	Bangru	DRINK	1401	toŋ	toŋ	BandL2015	*tuŋ
Bangru_270	dry	Bangru	Bangru	DRY	1398	məkiː	mə+kiː	BandL2015	*mə-ki-laŋ
Bangru_17	dust	Bangru	Bangru	DUST	2	diːmər	diː+mər	TB	
Bangru_105	ear	Bangru	Bangru	EAR	1247	mibua	mi+bua	TB	
Bangru_nan	Ø	Bangru	Bangru	EARLY	672	Ø	Ø	Ø	
Bangru_15	soil/ground	Bangru	Bangru	EARTH (SOIL)	1228	nòˀ	noˀ	BandL2015	*naʔ
Bangru_nan	earthworm	Bangru	Bangru	EARTHWORM	2350	bəsəliŋ	bə+sə+liŋ	TB	
Bangru_188	to eat	Bangru	Bangru	EAT	1336	t͡ɕùˀ	tɕuˀ	BandL2015	*tɕa
Bangru_88	egg	Bangru	Bangru	EGG	744	doːrɛiŋ	doː+rɛiŋ	BandL2015	*do-riŋ
Bangru_232	eight	Bangru	Bangru	EIGHT	1705	sәgàìˀ	sә+gaiˀ	BandL2015	*sə-giC
Bangru_103	eye	Bangru	Bangru	EYE	1248	mejàˀ	me+jaˀ	BandL2015	*mə-jaʔ
Bangru_281	far	Bangru	Bangru	FAR	1406	arəŋ	a+rəŋ	BandL2015	*mə-rəŋ
Bangru_130	father	Bangru	Bangru	FATHER	1217	abu	a+bu	TB	
Bangru_nan	body hair or feather	Bangru	Bangru	FEATHER	1201	məməŋ	mə+məŋ	BandL2015	*mə-muC
Bangru_nan	fight	Bangru	Bangru	FIGHT	1423	warɛː	wa+rɛː	BandL2015	*rəj
Bangru_165	fire	Bangru	Bangru	FIRE	221	mɛː	mɛː	BandL2015	*maj
Bangru_nan	wood	Bangru	Bangru	FIREWOOD	10	goː	goː	BandL2015	*(g)o; firewood = wood
Bangru_89	fish	Bangru	Bangru	FISH	227	t͡səd͡zəmɛː	tsə+dzə+mɛː	BandL2015	*trV
Bangru_229	five	Bangru	Bangru	FIVE	493	pəŋuː	pə+ŋuː	BandL2015	*bə-ŋu
Bangru_nan	Ø	Bangru	Bangru	FLEA	232	Ø	Ø	Ø	
Bangru_nan	float	Bangru	Bangru	FLOAT	1574	dʒai	dʒai	TB	
Bangru_nan	flow	Bangru	Bangru	FLOW	2003	saː	saː	BandL2015	
Bangru_54	flower	Bangru	Bangru	FLOWER	239	məbuaː	mə+buaː	BandL2015	*mə-boC
Bangru_178	to fly	Bangru	Bangru	FLY (MOVE THROUGH AIR)	1441	rənɛ	rə+nɛ	TB	
Bangru_nan	Ø	Bangru	Bangru	FOG	249	Ø	Ø	Ø	
Bangru_117	leg; foot	Bangru	Bangru	FOOT	1301	məlɛː	mə+lɛː+ku	BandL2015	*laj
Bangru_nan	forest	Bangru	Bangru	FOREST	420	səmi	sə+mi	TB	
Bangru_196	to forget	Bangru	Bangru	FORGET	1523	mɛːmilu	mɛː+mi+lu	TB	
Bangru_228	four	Bangru	Bangru	FOUR	1500	puruwɛ̃ĩ	pu+ru+wɛ̃ĩ	BandL2015	*bə-ləj
Bangru_nan	Ø	Bangru	Bangru	FOX	1312	Ø	Ø	Ø	
Bangru_77	frog	Bangru	Bangru	FROG	503	d͡ʑəː	dʑəː	BandL2015	*dʑuC
Bangru_nan	Ø	Bangru	Bangru	FRONT (PART)	2194	Ø	Ø	Ø	
Bangru_nan	Ø	Bangru	Bangru	FROST	2034	Ø	Ø	Ø	
Bangru_49	fruit	Bangru	Bangru	FRUIT	1507	mətɛ̃ː	mə+tɛ̃ː	BandL2015	*θai
Bangru_256	full	Bangru	Bangru	FULL	1429	ləŋbəla	ləŋ+bə+la	BandL2015	*liŋ
Bangru_220	to give	Bangru	Bangru	GIVE	1447	bai	bai	BandL2015	*bəj
Bangru_84	goat	Bangru	Bangru	GOAT	1502	səpɛ̃ĩ	sə+pɛ̃ĩ	BandL2015	*se-preN
Bangru_274	good	Bangru	Bangru	GOOD	1035	meːjaːwi	meː+jaː+wi	TB	
Bangru_nan	grass	Bangru	Bangru	GRASS	606	rəsjaːrɛː	rə+sjaː+rɛː	BandL2015	
Bangru_288	green	Bangru	Bangru	GREEN	1425	rualuwai	rua+lu+wai	TB	
Bangru_nan	Ø	Bangru	Bangru	HAIL	609	Ø	Ø	Ø	
