RID	GLOSS	DOCULECT	Language_Name	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE	NOTES
MijiNafra_88	egg	MijiNafra	Miji (Nafra)	EGG	744	doriŋ	do+riŋ	Abraham2018	*do-riŋ
MijiNafra_232	eight	MijiNafra	Miji (Nafra)	EIGHT	1705	səgəi	sə+gəi	Abraham2018	*sə-giC
MijiNafra_103	eye	MijiNafra	Miji (Nafra)	EYE	1248	məri	mə+ri	Abraham2018	*mə-jaʔ
MijiNafra_281	far	MijiNafra	Miji (Nafra)	FAR	1406	mərən	mə+rən	Abraham2018	*mə-rəŋ
MijiNafra_130	father	MijiNafra	Miji (Nafra)	FATHER	1217	abo	a+bo	Abraham2018	
MijiNafra_nan	body hair or feather	MijiNafra	Miji (Nafra)	FEATHER	1201	umu	u+mu	SM	*mə-muC
MijiNafra_nan	fight	MijiNafra	Miji (Nafra)	FIGHT	1423		nau-ri	Simon1979	*rəj
MijiNafra_165	fire	MijiNafra	Miji (Nafra)	FIRE	221	mai	mai	Abraham2018	*maj
MijiNafra_nan	wood	MijiNafra	Miji (Nafra)	FIREWOOD	10	o	o	Simon1979	*(g)o; firewood = wood
MijiNafra_89	fish	MijiNafra	Miji (Nafra)	FISH	227	thri	tʰri	Abraham2018	*trV
MijiNafra_229	five	MijiNafra	Miji (Nafra)	FIVE	493	pugu	pu+gu	Abraham2018	*bə-ŋu
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FLEA	232	Ø	Ø	Ø	
MijiNafra_nan	float	MijiNafra	Miji (Nafra)	FLOAT	1574	Ø	Ø	Ø	
MijiNafra_nan	flow	MijiNafra	Miji (Nafra)	FLOW	2003	Ø	Ø	Ø	
MijiNafra_54	flower	MijiNafra	Miji (Nafra)	FLOWER	239	uboʔ	u+boʔ	Abraham2018	*mə-boC
MijiNafra_178	to fly	MijiNafra	Miji (Nafra)	FLY (MOVE THROUGH AIR)	1441	gəndai	gən+dai	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FOG	249	Ø	Ø	Ø	
MijiNafra_117	leg; foot	MijiNafra	Miji (Nafra)	FOOT	1301	leikhu	lei+kʰu	Abraham2018	*laj
MijiNafra_nan	forest	MijiNafra	Miji (Nafra)	FOREST	420	mubuw	mu+buw	Simon1979	
MijiNafra_196	to forget	MijiNafra	Miji (Nafra)	FORGET	1523	thlaŋ	tʰlaŋ	Abraham2018	
MijiNafra_228	four	MijiNafra	Miji (Nafra)	FOUR	1500	bli	b+li	Abraham2018	*bə-ləj
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FOX	1312	Ø	Ø	Ø	
MijiNafra_77	frog	MijiNafra	Miji (Nafra)	FROG	503	dʒou	dʒou	Abraham2018	*dʑuC
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FRONT (PART)	2194	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	FROST	2034	Ø	Ø	Ø	
MijiNafra_49	fruit	MijiNafra	Miji (Nafra)	FRUIT	1507	uthen	u+tʰen	Abraham2018	*θai
MijiNafra_256	full	MijiNafra	Miji (Nafra)	FULL	1429	len	len	Abraham2018	*liŋ
MijiNafra_220	to give	MijiNafra	Miji (Nafra)	GIVE	1447	bi	bi	Abraham2018	*bəj
MijiNafra_84	goat	MijiNafra	Miji (Nafra)	GOAT	1502	ʃəphə̆rən	ʃə+pʰə+rən	Abraham2018	*se-preN
MijiNafra_274	good	MijiNafra	Miji (Nafra)	GOOD	1035	məvi	mə+vi	Abraham2018	
MijiNafra_nan	grass	MijiNafra	Miji (Nafra)	GRASS	606		tsen	Simon1979	
MijiNafra_288	green	MijiNafra	Miji (Nafra)	GREEN	1425	məlo	mə+lo	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	HAIL	609	Ø	Ø	Ø	
MijiNafra_102	hair	MijiNafra	Miji (Nafra)	HAIR	1040	uphiu	u+pʰiu	Abraham2018	*go-pu
MijiNafra_nan	body hair or feather	MijiNafra	Miji (Nafra)	HAIR (BODY)	189	umu	u+mu	SM	*mə-muC
MijiNafra_112	hand or arm	MijiNafra	Miji (Nafra)	HAND	1277	gi		Abraham2018	*mə-guC
MijiNafra_nan	hard	MijiNafra	Miji (Nafra)	HARD	1884	məgaŋ	mə+gaŋ	Simon1979	*mə-gaŋ-lo
MijiNafra_302	3rd sg. (generic/male)	MijiNafra	Miji (Nafra)	HE OR SHE OR IT	262	i	i	Abraham2018	*ʔi
MijiNafra_99	head	MijiNafra	Miji (Nafra)	HEAD	1256	uː	uː	Abraham2018	*mə-go-kuŋ
MijiNafra_183	listen or hear	MijiNafra	Miji (Nafra)	HEAR	1408	rei	rei	Abraham2018	*rej
MijiNafra_124	heart (organ)	MijiNafra	Miji (Nafra)	HEART	1223	luŋvəuk	luŋ+vəuk	Abraham2018	*mə-luŋ-wəwC
MijiNafra_248	heavy	MijiNafra	Miji (Nafra)	HEAVY	1210	məiʔ	məiʔ	Abraham2018	*mə-ləj
MijiNafra_nan	here	MijiNafra	Miji (Nafra)	HERE	136	a	a	Simon1979	
MijiNafra_nan	hide	MijiNafra	Miji (Nafra)	HIDE (CONCEAL)	602	bizhih	bi+ʒi	Simon1979	
MijiNafra_nan	high	MijiNafra	Miji (Nafra)	HIGH	1265	mí-duvyang	mə+du+vjaŋ	Simon1979	
MijiNafra_nan	hold	MijiNafra	Miji (Nafra)	HOLD	1448	kheigang	kʰei+gaŋ	Simon1979	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	HOOF	152	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	HORIZONTAL	2376	Ø	Ø	Ø	
MijiNafra_82	horn (of buffalo)	MijiNafra	Miji (Nafra)	HORN (ANATOMY)	1393	ʃudʒuŋ	ʃu+dʒuŋ	Abraham2018	*mə-su
MijiNafra_nan	horse	MijiNafra	Miji (Nafra)	HORSE	615	ʃugro	ʃu+gro	Simon1979	IA LOAN
MijiNafra_272	hot	MijiNafra	Miji (Nafra)	HOT	1286	mədʒu	mə+dʒu	Abraham2018	*tɕaC
MijiNafra_238	hundred	MijiNafra	Miji (Nafra)	HUNDRED	1634	bluŋ	bluŋ	Abraham2018	*bə-luŋ
MijiNafra_nan	hunt	MijiNafra	Miji (Nafra)	HUNT	1435	Ø	Ø	Ø	
MijiNafra_132	husband	MijiNafra	Miji (Nafra)	HUSBAND	1200	dewai	de+wai	Abraham2018	
MijiNafra_299	1st sg. (I)	MijiNafra	Miji (Nafra)	I	1209	ɲijan	ɲi+jan	Abraham2018	*na(+jaŋ)
MijiNafra_nan	ice	MijiNafra	Miji (Nafra)	ICE	617	dotsunglyi	do+tsuŋ+lji	Simon1979	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	INSIDE	1606	Ø	Ø	Ø	
MijiNafra_221	to kill	MijiNafra	Miji (Nafra)	KILL	1417	wai	wai	Abraham2018	*gajC
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	KNEAD	274	Ø	Ø	Ø	
MijiNafra_116	knee	MijiNafra	Miji (Nafra)	KNEE	1371	le+kə+piu		Abraham2018	
MijiNafra_159	knife (to cut meat)	MijiNafra	Miji (Nafra)	KNIFE	1352	vetʃin	ve+tʃin	Abraham2018	*vaj-tsuŋ
MijiNafra_195	to know	MijiNafra	Miji (Nafra)	KNOW (SOMETHING)	1410	nĭ	ni	Abraham2018	*ni
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	LAKE	624	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	LATE	477	Ø	Ø	Ø	
MijiNafra_192	to laugh	MijiNafra	Miji (Nafra)	LAUGH	1355	thou	tʰou	Abraham2018	*toC
MijiNafra_45	leaf	MijiNafra	Miji (Nafra)	LEAF	628	uleʔ	u+leʔ	Abraham2018	*mə-rajC
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	LEARN	504	Ø	Ø	Ø	
MijiNafra_284	left	MijiNafra	Miji (Nafra)	LEFT	244	sivijo	si+vjo	Abraham2018	
MijiNafra_nan	lick	MijiNafra	Miji (Nafra)	LICK	319	Ø	Ø	Ø	
MijiNafra_176	to rest	MijiNafra	Miji (Nafra)	LIE DOWN	215	dʒukaŋ	dʒu+kaŋ	Abraham2018	
MijiNafra_249	light (not heavy)	MijiNafra	Miji (Nafra)	LIGHT (WEIGHT)	1052	mədəthaŋ	mə+də+tʰaŋ	Abraham2018	*mə-lə-taŋ
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	LIP	478	Ø	Ø	Ø	
MijiNafra_nan	liver/lungs	MijiNafra	Miji (Nafra)	LIVER	1224	mə+tʰən	mə+tʰən	Simon1979	*mə-θin LIVER
MijiNafra_246	long	MijiNafra	Miji (Nafra)	LONG	1203	məpijaŋ	mə+pjaŋ	Abraham2018	*mə-pjaŋ
MijiNafra_nan	louse	MijiNafra	Miji (Nafra)	LOUSE	1392	fi̬	fi	Simon1979	*saC
MijiNafra_nan	liver/lungs	MijiNafra	Miji (Nafra)	LUNG	688	mə+tʰən	mə+tʰən	Simon1979	*mə-θin LIVER
MijiNafra_128	man	MijiNafra	Miji (Nafra)	MALE PERSON	2106	nuvə	nu+və	Abraham2018	*niC
MijiNafra_242	many	MijiNafra	Miji (Nafra)	MANY	1198	meno	me+no	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	MARRY (AS MAN)	2164	Ø	Ø	Ø	
MijiNafra_62	meat	MijiNafra	Miji (Nafra)	MEAT	634	ʃitʃuŋ	ʃi+tʃuŋ	Abraham2018	*su
MijiNafra_30	noon	MijiNafra	Miji (Nafra)	MIDDAY	12	mogolu	mo+go+lu	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	MIDDLE	1093	Ø	Ø	Ø	
MijiNafra_3	moon	MijiNafra	Miji (Nafra)	MOON	1313	lu	lu	Abraham2018	*lu
MijiNafra_29	morning	MijiNafra	Miji (Nafra)	MORNING	1339	meiduo	mei+duo	Abraham2018	
MijiNafra_98	mosquito	MijiNafra	Miji (Nafra)	MOSQUITO	1509	suriŋdaŋ	su+riŋ+daŋ	Abraham2018	
MijiNafra_131	mother	MijiNafra	Miji (Nafra)	MOTHER	1216	aɲi	a+ɲi	Abraham2018	*me-naj (*a-naj)
MijiNafra_12	mountain	MijiNafra	Miji (Nafra)	MOUNTAIN	639	phuŋ	pʰuŋ	Abraham2018	
MijiNafra_108	mouth or language	MijiNafra	Miji (Nafra)	MOUTH	674	go	go	Abraham2018	*mə-nuŋ
MijiNafra_16	mud	MijiNafra	Miji (Nafra)	MUD	640	nagdʒu	na+g+dʒu	Abraham2018	
MijiNafra_86	rat	MijiNafra	Miji (Nafra)	MUROID (MOUSE OR RAT)	2139	dʒək	dʒək	Abraham2018	
MijiNafra_141	name	MijiNafra	Miji (Nafra)	NAME	1405	mə̃rn	mə̃rn	Abraham2018	*mə-mjiŋ
MijiNafra_253	narrow	MijiNafra	Miji (Nafra)	NARROW	1267	mezuʔ	me+zuʔ	Abraham2018	
MijiNafra_282	near	MijiNafra	Miji (Nafra)	NEAR	1942	məni	mə+ni	Abraham2018	*mə-nej
MijiNafra_101	neck	MijiNafra	Miji (Nafra)	NECK	1333	dumu	du+mu	Abraham2018	
MijiNafra_155	needle	MijiNafra	Miji (Nafra)	NEEDLE (FOR SEWING)	1382	duedʒuʔ	du+e+dʒuʔ	Abraham2018	
MijiNafra_276	new	MijiNafra	Miji (Nafra)	NEW	1231	məgəniu	mə+gə+niu	Abraham2018	*mə-gə-nu
MijiNafra_143	nine	MijiNafra	Miji (Nafra)	NINE	1483	sətən	sə+tən	Abraham2018	*sə-tiŋ
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	NIT	267	Ø	Ø	Ø	
MijiNafra_104	nose	MijiNafra	Miji (Nafra)	NOSE	1221	nibiuŋ	ni+biuŋ	Abraham2018	
MijiNafra_277	old	MijiNafra	Miji (Nafra)	OLD (AGED)	2112	məʃoʔ	mə+ʃoʔ	Abraham2018	*mə-ɕoʔ
MijiNafra_225	one	MijiNafra	Miji (Nafra)	ONE	1493	akheʔ	a+kʰeʔ	Abraham2018	*a-ken
MijiNafra_nan	otter	MijiNafra	Miji (Nafra)	OTTER	15	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	OUTSIDE	762	Ø	Ø	Ø	
MijiNafra_nan	pig	MijiNafra	Miji (Nafra)	PIG	1337	dʒuo	dʒuo	Abraham2018	*jowʔ
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	PLANT (SOMETHING)	1486	Ø	Ø	Ø	
MijiNafra_201	to play	MijiNafra	Miji (Nafra)	PLAY	1413	sŭthu	su+tʰu	Abraham2018	
MijiNafra_206	to pull	MijiNafra	Miji (Nafra)	PULL	1455	roʔ	roʔ	Abraham2018	
MijiNafra_205	to push	MijiNafra	Miji (Nafra)	PUSH	1452	siru	si+ru	Abraham2018	
MijiNafra_6	rain	MijiNafra	Miji (Nafra)	RAIN (PRECIPITATION)	658	fro	fro	Abraham2018	*nə-dəj; *pro
MijiNafra_7	rainbow	MijiNafra	Miji (Nafra)	RAINBOW	1733	dʒumodəkhre	dʒu+mo+də+kʰre	Abraham2018	
MijiNafra_287	red	MijiNafra	Miji (Nafra)	RED	156	mətʃu	mə+tʃu	Abraham2018	*tɕaʔ
MijiNafra_nan	sit or stay	MijiNafra	Miji (Nafra)	DWELL (LIVE, RESIDE)	363	dʒuʔ	dʒuʔ	Abraham2018	*dʑuC
MijiNafra_33	paddy rice	MijiNafra	Miji (Nafra)	RICE PLANT	2026	aɲsoʔ	an+soʔ	Abraham2018	*an
MijiNafra_283	right	MijiNafra	Miji (Nafra)	RIGHT	1019	sidʒən	si+dʒən	Abraham2018	
MijiNafra_14	river	MijiNafra	Miji (Nafra)	RIVER	666	vədo	və+do	Abraham2018	
MijiNafra_170	road	MijiNafra	Miji (Nafra)	ROAD	667	lembaŋ	lem+baŋ	Abraham2018	*lam-baŋ
MijiNafra_47	root	MijiNafra	Miji (Nafra)	ROOT	670	okhriŋ	o+kʰriŋ	Abraham2018	*mə-kriŋ
MijiNafra_nan	cane; rope	MijiNafra	Miji (Nafra)	ROPE	1218	ʃu	ʃu	Simon1979	*su; cane = rope
MijiNafra_nan	round	MijiNafra	Miji (Nafra)	ROUND	1395	mədəriu	mə+də+riu	Abraham2018	*mə-də-rəw
MijiNafra_nan	run	MijiNafra	Miji (Nafra)	RUN	1519	ʒum	ʒum	Simon1979	
MijiNafra_63	salt	MijiNafra	Miji (Nafra)	SALT	1274	lu	lu	Abraham2018	*lu
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	SALTY	1091	Ø	Ø	Ø	
MijiNafra_19	sand	MijiNafra	Miji (Nafra)	SAND	671	bai	bai	Abraham2018	*sə-gə-raj
MijiNafra_nan	scratch	MijiNafra	Miji (Nafra)	SCRATCH	1436	gífyah	gə+ɸjah	Simon1979	
MijiNafra_11	sea	MijiNafra	Miji (Nafra)	SEA	1474	stərilu	s+tə+ri+lu	Abraham2018	
MijiNafra_182	to see	MijiNafra	Miji (Nafra)	SEE	1409	waŋ	waŋ	Abraham2018	*gaŋ
MijiNafra_55	seed	MijiNafra	Miji (Nafra)	SEED	714	theli	tʰe-li	Abraham2018	*mə-θai
MijiNafra_231	seven	MijiNafra	Miji (Nafra)	SEVEN	1704	mija	mi+ja	Abraham2018	*mə-ljak
MijiNafra_nan	sharp	MijiNafra	Miji (Nafra)	SHARP	1396	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	SHEEP	1331	Ø	Ø	Ø	
MijiNafra_nan	excrete or defecate	MijiNafra	Miji (Nafra)	SHIT (DEFECATE)	676	Ø	Ø	Ø	*tsəj
MijiNafra_nan	shoot	MijiNafra	Miji (Nafra)	SHOOT	1172	Ø	Ø	Ø	
MijiNafra_247	short (length)	MijiNafra	Miji (Nafra)	SHORT	1645	məruŋ	mə+ruŋ	Abraham2018	*mə-nuŋ
MijiNafra_nan	shoulder	MijiNafra	Miji (Nafra)	SHOULDER	1482	pastuŋ	pa+s+tuŋ	Simon1979	
MijiNafra_nan	shy	MijiNafra	Miji (Nafra)	SHY	487	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	SICKLE	341	Ø	Ø	Ø	
MijiNafra_190	to sing	MijiNafra	Miji (Nafra)	SING	1261	dʒu	dʒu	Abraham2018	
MijiNafra_230	six	MijiNafra	Miji (Nafra)	SIX	1703	reʔ	reʔ	Abraham2018	*reC
MijiNafra_120	skin	MijiNafra	Miji (Nafra)	SKIN	763	nuphri	nu+pʰri	Abraham2018	*mə-prja
MijiNafra_1	sky	MijiNafra	Miji (Nafra)	SKY	1732	nadʒaŋ	na+dʒaŋ	Abraham2018	*nə-də-laŋ
MijiNafra_197	to sleep	MijiNafra	Miji (Nafra)	SLEEP	1585	dʒi	dʒi	Abraham2018	*dʑV
MijiNafra_245	small	MijiNafra	Miji (Nafra)	SMALL	1246	mezuʔ	me+zuʔ	Abraham2018	
MijiNafra_nan	smell	MijiNafra	Miji (Nafra)	SMELL (PERCEIVE)	1586	ɲen	ɲen	SA	
MijiNafra_167	smoke	MijiNafra	Miji (Nafra)	SMOKE (EXHAUST)	778	maikhən	mai+kʰən	Abraham2018	*maj-kən
MijiNafra_nan	soft; smooth	MijiNafra	Miji (Nafra)	SMOOTH	1234	məbəlja	mə+bə+lja	Simon1979	*mə-lə-prjuC
MijiNafra_73	snake	MijiNafra	Miji (Nafra)	SNAKE	730	ɲabəu	ɲa+bəu	Abraham2018	*bəw
MijiNafra_nan	snow	MijiNafra	Miji (Nafra)	SNOW	784	dəlen	də+len	Simon1979	*də-ren
MijiNafra_nan	soft; smooth	MijiNafra	Miji (Nafra)	SOFT	1856	məbəlja	mə+bə+lja	Simon1979	*mə-lə-prjuC
MijiNafra_134	son	MijiNafra	Miji (Nafra)	SON	1620	zəvə	zə+və	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	SOW SEEDS	748	Ø	Ø	Ø	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	SPARROW	1854	Ø	Ø	Ø	
MijiNafra_96	spider	MijiNafra	Miji (Nafra)	SPIDER	843	basidərgiaŋ	ba+si+dər+gjaŋ	Abraham2018	
MijiNafra_nan	spit	MijiNafra	Miji (Nafra)	SPIT	1440	bí-jiu	bə+dʒiu	Simon1979	
MijiNafra_174	to stand	MijiNafra	Miji (Nafra)	STAND	1442	gijon	gi+jon	Abraham2018	*gu
MijiNafra_4	star	MijiNafra	Miji (Nafra)	STAR	1430	dətʃuŋ	də+tʃuŋ	Abraham2018	*lə-tɕuŋ
MijiNafra_217	to steal	MijiNafra	Miji (Nafra)	STEAL	713	tʃəkhə	tʃə+kʰə	Abraham2018	*kə
MijiNafra_nan	stick	MijiNafra	Miji (Nafra)	STICK	1295	duphang	du+pʰaŋ	Simon1979	
MijiNafra_18	stone	MijiNafra	Miji (Nafra)	STONE	857	huloŋ	hu+loŋ	Abraham2018	
MijiNafra_nan	straight	MijiNafra	Miji (Nafra)	STRAIGHT	1404	mugəraŋ	mu+gə+raŋ	Simon1979	*mə-gə-raŋ
MijiNafra_2	sun	MijiNafra	Miji (Nafra)	SUN	1343	dʒoʔ	dʒoʔ	Abraham2018	*dʑuʔ
MijiNafra_83	tail	MijiNafra	Miji (Nafra)	TAIL	1220	mədərə	mə+də+rə	Abraham2018	*mə-lə-mrjaj
MijiNafra_234	ten	MijiNafra	Miji (Nafra)	TEN	1515	lən	lən	Abraham2018	*rəŋ
MijiNafra_296	that thing	MijiNafra	Miji (Nafra)	THAT	78	paitʃəlo	pai+tʃə+lo	Abraham2018	*paj-tɕi
MijiNafra_nan	there (same level)	MijiNafra	Miji (Nafra)	THERE	1937	phai	pʰai	Simon1979	
MijiNafra_nan	thick	MijiNafra	Miji (Nafra)	THICK	1244	Ø	Ø	Ø	
MijiNafra_251	thin	MijiNafra	Miji (Nafra)	THIN (OF SHAPE OF OBJECT)	2249	məsəni	mə+sə+ni	Abraham2018	
MijiNafra_nan	think	MijiNafra	Miji (Nafra)	THINK (REFLECT)	1415	mjen	mjen	Simon1979	
MijiNafra_295	this thing	MijiNafra	Miji (Nafra)	THIS	1214	huŋlo	huŋ+lo	Abraham2018	*huŋ
MijiNafra_300	2nd sg. (familiar)	MijiNafra	Miji (Nafra)	THOU	1215	ni	ni	Abraham2018	*ni
MijiNafra_227	three	MijiNafra	Miji (Nafra)	THREE	492	gətən	gə+tən	Abraham2018	*gə-θəm
MijiNafra_203	to throw	MijiNafra	Miji (Nafra)	THROW	1456	ɕa	ɕa	Abraham2018	
MijiNafra_10	thunder	MijiNafra	Miji (Nafra)	THUNDER	1150	dʒaŋgən	dʒaŋ+gən	Abraham2018	
MijiNafra_68	tiger	MijiNafra	Miji (Nafra)	TIGER	846	tiŋgraŋ	tiŋ+graŋ	Abraham2018	
MijiNafra_22	today	MijiNafra	Miji (Nafra)	TODAY	1283	huŋhu	huŋ+hu	Abraham2018	
MijiNafra_24	tomorrow	MijiNafra	Miji (Nafra)	TOMORROW	1329	nawo	na+wo	Abraham2018	
MijiNafra_109	tongue	MijiNafra	Miji (Nafra)	TONGUE	1205	dʒakihi	dʒa+ki+hi	Abraham2018	*bə-laj
MijiNafra_110	tooth	MijiNafra	Miji (Nafra)	TOOTH	1380	thu	tʰu	Abraham2018	*mə-taC
MijiNafra_43	tree	MijiNafra	Miji (Nafra)	TREE	906	oʔni	oʔ+ni	Abraham2018	*(g)o-naj
MijiNafra_237	twenty	MijiNafra	Miji (Nafra)	TWENTY	1710	gənilən	gə+ni+lən	Abraham2018	
MijiNafra_226	two	MijiNafra	Miji (Nafra)	TWO	1498	geni	ge+ni	Abraham2018	*gə-niC
MijiNafra_nan	thigh	MijiNafra	Miji (Nafra)	UPPER LEG (THIGH)	471	lu̬	lu	Simon1979	*mə-lu
MijiNafra_nan	vomit	MijiNafra	Miji (Nafra)	VOMIT	1278	mu	mu	Simon1979	*mu
MijiNafra_177	to walk	MijiNafra	Miji (Nafra)	WALK	1443	dai	dai	Abraham2018	*daj
MijiNafra_13	water	MijiNafra	Miji (Nafra)	WATER	948	və	və	Abraham2018	*wi
MijiNafra_304	1st pl.	MijiNafra	Miji (Nafra)	WE (INCLUSIVE)	1131	ani	a+ni	Abraham2018	*ka-ni
MijiNafra_271	wet	MijiNafra	Miji (Nafra)	WET	1726	məbilija	mə+bi+li+ja	Abraham2018	
MijiNafra_293	what	MijiNafra	Miji (Nafra)	WHAT	1236	then	tʰen	Abraham2018	*tiŋ
MijiNafra_36	wheat	MijiNafra	Miji (Nafra)	WHEAT	1077	phijo	pʰi+jo	Abraham2018	
MijiNafra_291	where	MijiNafra	Miji (Nafra)	WHERE	1237	khija	kʰja	Abraham2018	*kəʔ
MijiNafra_286	white	MijiNafra	Miji (Nafra)	WHITE	1335	mugram	mu+gram	Abraham2018	*mə-graN (changed)
MijiNafra_292	who	MijiNafra	Miji (Nafra)	WHO	1235	tʃhu	tʃʰu	Abraham2018	*θu
MijiNafra_133	wife	MijiNafra	Miji (Nafra)	WIFE	1199	zi	zi	Abraham2018	
MijiNafra_8	wind	MijiNafra	Miji (Nafra)	WIND	960	jo	jo	Abraham2018	*low
MijiNafra_nan	wing	MijiNafra	Miji (Nafra)	WING	1257	gətʃi	gə+tʃi	Simon1979	*gə/mə-tɕəwC
MijiNafra_208	to wipe	MijiNafra	Miji (Nafra)	WIPE	1454	sə̆khiu	sə+kʰiu	Abraham2018	
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	WOLF	522	Ø	Ø	Ø	
MijiNafra_129	woman	MijiNafra	Miji (Nafra)	WOMAN	962	nəmeg	nə+meg	Abraham2018	*nə+mə+raj
MijiNafra_nan	wood	MijiNafra	Miji (Nafra)	WOOD	1803	o	o	Simon1979	*(g)o; firewood = wood
MijiNafra_27	year	MijiNafra	Miji (Nafra)	YEAR	1226	dure	du+re	Abraham2018	*də-niŋ
MijiNafra_289	yellow	MijiNafra	Miji (Nafra)	YELLOW	1424	gesilo	ge+si+lo	Abraham2018	
MijiNafra_23	yesterday	MijiNafra	Miji (Nafra)	YESTERDAY	1174	degau	de+gau	Abraham2018	*də-gaC
MijiNafra_305	2nd pl. (familiar)	MijiNafra	Miji (Nafra)	YOU	1213	dʒiməʃuŋ	dʒi+mə+ʃuŋ	Abraham2018	*dʑV
MijiNafra_nan	Ø	MijiNafra	Miji (Nafra)	YOUNG	1207	Ø	Ø	Ø	
DammaiRurang_279	above	DammaiRurang	Dammai (Rurang)	ABOVE	1741	thajoŋ	tʰa+jɔŋ	Abraham2018	
DammaiRurang_243	all	DammaiRurang	Dammai (Rurang)	ALL	98	vendaŋ	ven+daŋ	Abraham2018	
DammaiRurang_97	ant	DammaiRurang	Dammai (Rurang)	ANT	587	ʃiŋiŋ	ʃi+ŋiŋ	Abraham2018	*si-ni
DammaiRurang_nan	Ø	DammaiRurang	Dammai (Rurang)	ARMPIT	1886	Ø	Ø	Ø	
DammaiRurang_275	bad	DammaiRurang	Dammai (Rurang)	BAD	1292	məɲi	mə+ɲi	Abraham2018	*mə-niŋ
DammaiRurang_48	bamboo	DammaiRurang	Dammai (Rurang)	BAMBOO	1927	brau	brau	Abraham2018	*bra
DammaiRurang_nan	Ø	DammaiRurang	Dammai (Rurang)	BARLEY	932	Ø	Ø	Ø	
DammaiRurang_nan	alive	DammaiRurang	Dammai (Rurang)	BE ALIVE	1422	Ø	Ø	Ø	
DammaiRurang_123	belly	DammaiRurang	Dammai (Rurang)	BELLY	1251	ruk	ruk	Abraham2018	
DammaiRurang_280	below	DammaiRurang	Dammai (Rurang)	BELOW OR UNDER	1485	phumu	pʰu+mu	Abraham2018	
DammaiRurang_244	big	DammaiRurang	Dammai (Rurang)	BIG	1202	mədo	mə+do	Abraham2018	*mə-doʔ
DammaiRurang_91	bird	DammaiRurang	Dammai (Rurang)	BIRD	937	bədʒə	bə+dʒə	Abraham2018	*bə-dow
DammaiRurang_191	to bite	DammaiRurang	Dammai (Rurang)	BITE	1403	thai	tʰai	Abraham2018	*taʔ
DammaiRurang_285	black	DammaiRurang	Dammai (Rurang)	BLACK	163	momo	mo+mo	Abraham2018	
DammaiRurang_121	blood	DammaiRurang	Dammai (Rurang)	BLOOD	946	ʒi	ʒi	Abraham2018	*jaC
DammaiRurang_nan	blow	DammaiRurang	Dammai (Rurang)	BLOW (OF WIND)	175	Ø	Ø	Ø	
DammaiRurang_118	bone	DammaiRurang	Dammai (Rurang)	BONE	1394	miliaŋ	mi+liaŋ	Abraham2018	*mə-ri-jaŋ
DammaiRurang_44	branch	DammaiRurang	Dammai (Rurang)	BRANCH	1531	mətʃitʃau	mə+tʃi+tʃau	Abraham2018	
DammaiRurang_60	breast; milk	DammaiRurang	Dammai (Rurang)	BREAST	1402	ʃunovə	ʃu+no+və	Abraham2018	*mə-nuŋ  milk = breast
DammaiRurang_214	to burn	DammaiRurang	Dammai (Rurang)	BURNING	1428	peneʔ	pe+neʔ	Abraham2018	
DammaiRurang_215	to buy	DammaiRurang	Dammai (Rurang)	BUY	1869	phan	pʰan	Abraham2018	
DammaiRurang_nan	Ø	DammaiRurang	Dammai (Rurang)	CHEW	321	Ø	Ø	Ø	
DammaiRurang_nan	child	DammaiRurang	Dammai (Rurang)	CHILD (YOUNG HUMAN)	1304	Ø	Ø	Ø	
DammaiRurang_115	fingernail	DammaiRurang	Dammai (Rurang)	CLAW OR NAIL	2128	giten	gi+ten	Abraham2018	
