RID	CONCEPT	CONCEPTICON_IN_SAGART	CONCEPTICON_GLOSS	PARAMETER_ID	CONCEPTICON_ID	DOCULECT	VALUE	FORM	SOURCE	NOTES
481	243_thewoodmaterial	the wood (material)	WOOD	243_thewoodmaterial	1803	Mama Cuona Menba	ɕeŋ˥	ɕeŋ55	Lu1986	
482	243_thewoodmaterial	the wood (material)	WOOD	243_thewoodmaterial	1803	Wenlang Cuona Menba	ɕeŋ˥duŋ˧˥	ɕeŋ55duŋ35	Lu1986	
483	196_thesparrow	the sparrow	SPARROW	196_thesparrow	1854	Mama Cuona Menba	tɕøː˧˥pe˧˩	tɕøː35pe31	Lu1986	
484	196_thesparrow	the sparrow	SPARROW	196_thesparrow	1854	Wenlang Cuona Menba	ʑu˧˥bu˥	ʑu35bu55	Lu1986	
485	4_thearmpit	the armpit	ARMPIT	4_thearmpit	1886	Mama Cuona Menba	tɕhen˥ko˥	tɕhen55ko55	Lu1986	
486	4_thearmpit	the armpit	ARMPIT	4_thearmpit	1886	Wenlang Cuona Menba	tɕhan˥tɕuŋ˥	tɕhan55tɕuŋ55	Lu1986	
487	209_there	there	THERE	209_there	1937	Mama Cuona Menba	mo˧˥ko˥˧	mo35ko53	Lu1986	
488	209_there	there	THERE	209_there	1937	Wenlang Cuona Menba	tho˥	tho55	Lu1986	
489	60_toflow	to flow	FLOW	60_toflow	2003	Mama Cuona Menba	cur˧˥jA˧˥	cur35jA35	Lu1986	
490	60_toflow	to flow	FLOW	60_toflow	2003	Wenlang Cuona Menba	dʑur˧˥	dʑur35	Lu1986	
491	160_thericeplant	the rice plant	RICE PLANT	160_thericeplant	2026	Mama Cuona Menba	dem˧˥	dem35	Lu1986	
492	160_thericeplant	the rice plant	RICE PLANT	160_thericeplant	2026	Wenlang Cuona Menba	dep˧˥	dep35	Lu1986	
493	71_thefrost	the frost	FROST	71_thefrost	2034	Mama Cuona Menba	phlA˥khu˥˧	phlA55khu53	Lu1986	
494	71_thefrost	the frost	FROST	71_thefrost	2034	Wenlang Cuona Menba	phrɑ˥ɣu˥	phrɑ55ɣu55	Lu1986	
495	147_oldofperson	old (of person)	OLD (AGED)	147_oldofperson	2112	Mama Cuona Menba	kAt˧˥po˥˧	kAt35po53	Lu1986	
496	147_oldofperson	old (of person)	OLD (AGED)	147_oldofperson	2112	Wenlang Cuona Menba	ge˧˥pu˥	ge35pu55	Lu1986	
497	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	MARRY (AS MAN)	125_tomarryamanmarriesawoman	2164	Mama Cuona Menba	liŋ˧˥	liŋ35	Lu1986	
498	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	MARRY (AS MAN)	125_tomarryamanmarriesawoman	2164	Wenlang Cuona Menba	tsheu˥	tsheu55	Lu1986	
499	45_theearthworm	the earthworm	EARTHWORM	45_theearthworm	2350	Mama Cuona Menba	ȵA˥le˥˧kun˧˥pu˥˧	ȵA55le53kun35pu53	Lu1986	
500	45_theearthworm	the earthworm	EARTHWORM	45_theearthworm	2350	Wenlang Cuona Menba	tɕoŋ˥ɡøn˧˥	tɕoŋ55ɡøn35	Lu1986	
501	93_horizontal	horizontal	HORIZONTAL	93_horizontal	2376	Mama Cuona Menba	phren˥mo˥˧	phren55mo53	Lu1986	
502	93_horizontal	horizontal	HORIZONTAL	93_horizontal	2376	Wenlang Cuona Menba	tɑŋ˥ŋu˥	tɑŋ55ŋu55	Lu1986	
