ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	SUBGROUP	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	MORPHEMES	ALIGNMENT
7664	103_inside	inside	Rongpo	Rongpo	TibetoKinauri	əndər	ə.n.d.ə.r	ə n d ə r	rong1264	1606	30.530044	79.569987	480	480	FALSE	Sharma2003		inside	
7667	103_inside	inside	Bantawa	Bantawa	Kiranti	hut	h.u.t	h u t	bant1281	1606	27.117894	87.049995	800	800	FALSE	Jongens2009		inside	
7668	103_inside	inside	Bantawa	Bantawa	Kiranti	hutda	h.u.t.d.a	h u t d a	bant1281	1606	27.117894	87.049995	800	800	FALSE	Jongens2009	!ignore double same!	inside	
7669	103_inside	inside	Lashi	Lashi	Burmish	a³³+kʰou³³	a.³³.+.kʰ.o.u.³³	a ³³ + kʰ o./o u ³³	lash1243	1606	24.111512	98.311333	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7670	103_inside	inside	Bola	Bola	Burmish	a³¹+kʰau⁵⁵	a.³¹.+.kʰ.a.u.⁵⁵	a ³¹ + kʰ a u ⁵⁵	pela1242	1606	24.405004	98.234243	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7671	103_inside	inside	Xiandao	Xiandao	Burmish	a³¹+xau⁵⁵	a.³¹.+.x.a.u.⁵⁵	a ³¹ + x a u ⁵⁵	xian1249	1606	24.494153	97.753173	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7672	103_inside	inside	Atsi	Atsi	Burmish	a²¹+kʰau⁵¹	a.²¹.+.kʰ.a.u.⁵¹	a ²¹ + kʰ a u ⁵¹	zaiw1241	1606	24.193367	97.806689	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7673	103_inside	inside	Achang	Achang	Burmish	a³¹+xau⁵⁵	a.³¹.+.x.a.u.⁵⁵	a ³¹ + x a u ⁵⁵	acha1249	1606	24.466605	97.89503	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7674	103_inside	inside	Maru	Maru	Burmish	a³¹+kʰuk³¹	a.³¹.+.kʰ.u.k.³¹	a ³¹ + kʰ u k ³¹	maru1249	1606	24.939981	99.83	1201	1201	FALSE	Huang1992 Hill2017		_inside _inside	
7675	103_inside	inside	Rangoon	Rangoon	Burmish	ɑ⁵³+tʰɛ⁵⁵	ɑ.⁵³.+.tʰ.ɛ.⁵⁵	ɑ ⁵³ + tʰ ɛ ⁵⁵	nucl1310	1606	16.874207	96.190785	1281	1281	FALSE	Huang1992 Hill2017		_inside _inside	
7678	103_inside	inside	Beijing	Beijing	Sinitic	li²¹⁴₂₁tʰou⁰	l.i.²¹⁴₂₁.tʰ.o.u.⁰	l i ²¹⁴/²¹ tʰ o./o u ⁰	beij1235	1606	39.909056	116.397422	1655	1655	FALSE	Lai2017FN		inside	
7679	103_inside	inside	Beijing	Beijing	Sinitic	li²¹⁴₂₁pir/ɐn⁰	l.i.²¹⁴₂₁.p.i.r/ɐ.n.⁰	l i ²¹⁴/²¹ p i r/ɐ n ⁰	beij1235	1606	39.909056	116.397422	1655	1655	FALSE	Lai2017FN	!ignore double same!	inside	
7680	103_inside	inside	Guangzhou	Guangzhou	Sinitic	løy²³pin²²	l.ø.y.²³.p.i.n.²²	l ø y ²³ p i n ²²	guan1279	1606	23.131111	113.258099	1655	1655	FALSE	Lai2017FN		inside	
7682	103_inside	inside	Chaozhou	Chaozhou	Sinitic	lai³⁵₁₁pɔ̃ĩ∼⁵⁵	l.a.i.³⁵₁₁.p.ɔ̃.ĩ.∼.⁵⁵	l a i ³⁵/¹¹ p ɔ̃ ĩ ⁵⁵	chao1238	1606	23.657699	116.622317	1655	1655	FALSE	Lai2017FN		inside	
7684	103_inside	inside	Jieyang	Jieyang	Sinitic	lai³⁵₁₁pãĩ∼⁵⁵	l.a.i.³⁵₁₁.p.ã.ĩ.∼.⁵⁵	l a i ³⁵/¹¹ p ã ĩ ⁵⁵	chao1239	1606	23.551122	116.373013	1655	1655	FALSE	Lai2017FN		inside	
7681	103_inside	inside	Guangzhou	Guangzhou	Sinitic	jɐp²pin²²	j.ɐ.p.².p.i.n.²²	j ɐ p ² p i n ²²	guan1279	1606	23.131111	113.258099	1654	1654	FALSE	Lai2017FN	!ignore double no link!	inside	
7683	103_inside	inside	Longgang	Longgang	Sinitic	ti³³pɔi⁵⁵	t.i.³³.p.ɔ.i.⁵⁵	t i ³³ p ɔ i ⁵⁵	hakk1236	1606	22.725545	114.243825	1656	1656	TRUE	Lai2017FN		inside	
7685	103_inside	inside	Xingning	Xingning	Sinitic	ti²⁴pɔɛ⁵³	t.i.²⁴.p.ɔ.ɛ.⁵³	t i ²⁴ p ɔ ɛ ⁵³	hakk1236	1606	24.13674	115.732382	1656	1656	TRUE	Lai2017FN		inside	
7687	103_inside	inside	Hayu	Hayu	Kiranti	+be	+.b.e	+ b e	wayu1241	1606	27.302102	86.099009	2167	2167	FALSE	Michailovsky1989a		_inside _inside	
7688	103_inside	inside	Tangut	Tangut	Tangut	u	u	u	tang1334	1606	38.477453	106.285383	4214	4214	FALSE	Li1997		inside	
7689	103_inside	inside	KarbiMikir	KarbiMikir	Mizo	arlo(anat)	+.a.r.l.ō	+ a r l ō/oː	karb1241	1606	25.735084	93.050494	10534	10534	FALSE	Walker1925 KonnerthFC GruessnerNoDate		_inside _inside	
7690	103_inside	inside	Rabha	Rabha	Rabha	pí+muŋ	p.í.+.m.u.ŋ	p í/i + m u ŋ	rabh1238	1606	25.820135	91.170064	10535	10535	FALSE	Joseph2007		_inside _inside	
18809	103_inside	inside	Jingpho	Jingpho	Jingpho	kă³¹ta̱³¹	k.ă.³¹.◦.t.a̱.³¹	k ă ³¹ + t a̠ ³¹	jing1260	1606	25.461826	97.329866	338	29828	FALSE	Huang1992		_inside _inside	
7691	104_tokill	to kill	TshDirangTshangla	DirangTshangla	Bodic	ɕe	ɕe	ɕ e	dira1243	1417	27.343674	92.273057		3125	FALSE	TB		tokill	
7694	104_tokill	to kill	EBKhengkha	Khengkha	East Bodish	sut	sut	s u t	khen1241	1417	27.144878	90.689999		3125	FALSE	TB		tokill	
7695	104_tokill	to kill	KBWanghoBugun	Bugun	KhoBwa	ua	ua	u/w a	wang1301	1417	27.24169	92.420806		3125	FALSE	Abraham2018		tokill	
7696	104_tokill	to kill	KBBichomBugun	Bugun	KhoBwa	uapha	ua	u/w a	bich1234	1417	27.31177	92.592007		3125	FALSE	Abraham2018		tokill	
7697	104_tokill	to kill	KBSingchungBugun	Bugun	KhoBwa	wamage	wa	w a	sing1271	1417	27.191743	92.474176		3125	FALSE	Abraham2018		tokill	
7698	104_tokill	to kill	KBKaspiBugun	Bugun	KhoBwa	uapha	ua	u/w a	kasp1234	1417	27.204536	92.564228		3125	FALSE	Abraham2018		tokill	
7699	104_tokill	to kill	KBNamphriBugun	Bugun	KhoBwa	ua	ua	u/w a	namp1239	1417	27.24403	92.52836		3125	FALSE	Abraham2018		tokill	
7700	104_tokill	to kill	EBMamaCuonaMenba	TshonaDakpa	East Bodish	sɔt53	sɔt53	s ɔ t ⁵³	dakp1242	1417	27.872413	91.798576		3125	FALSE	Lu2002		tokill	
7701	104_tokill	to kill	EBWenlangCuonaMenba	TawangDakpa	East Bodish	sot53	sot53	s o t ⁵³	dakp1242	1417	29.367765	95.339063		3125	FALSE	Lu2002		tokill	
7702	104_tokill	to kill	KBBuluPuroik	Puroik	KhoBwa	wɛʔ	wɛʔ	w ɛ ʔ	bulu1255	1417	27.451029	92.44627	3125	3125	FALSE	Lieberherr2017		tokill	
7703	104_tokill	to kill	KBDikhyangBugun	Bugun	KhoBwa	uə	uə	u/w ə	dikh1234	1417	27.320448	92.454924	3125	3125	FALSE	LandB2017		tokill	
7704	104_tokill	to kill	KBWKhispi	Khispi	WesternKhoBwa	at	at	a t	lish1235	1417	27.378042	92.223221	3125	3125	FALSE	LandB2017		tokill	
7705	104_tokill	to kill	KBWDuhumbi	Duhumbi	WesternKhoBwa	at	at	a t	chug1252	1417	27.416112	92.212034	3125	3125	FALSE	LandB2017		tokill	
7706	104_tokill	to kill	KBWKhoina	Sartang	WesternKhoBwa	ɑˀ	ɑˀ	ɑˀ	khoi1253	1417	27.334981	92.52994	3125	3125	FALSE	LandB2017		tokill	
7707	104_tokill	to kill	KBWJerigaon	Sartang	WesternKhoBwa	aˀ	aˀ	aˀ	jeri1243	1417	27.340629	92.486595	3125	3125	FALSE	LandB2017		tokill	
7708	104_tokill	to kill	KBWKhoitam	Sartang	WesternKhoBwa	ɔˀ	ɔˀ	ɔˀ	khoi1252	1417	27.327487	92.439455	3125	3125	FALSE	LandB2017		tokill	
7709	104_tokill	to kill	KBWRahung	Sartang	WesternKhoBwa	ɔˀ	ɔˀ	ɔˀ	rahu1234	1417	27.310778	92.395028	3125	3125	FALSE	LandB2017		tokill	
7710	104_tokill	to kill	KBWRupa	Sherdukpen	WesternKhoBwa	ɔˀ	ɔˀ	ɔˀ	rupa1234	1417	27.203065	92.398757	3125	3125	FALSE	LandB2017		tokill	
7711	104_tokill	to kill	KBWShergaon	Sherdukpen	WesternKhoBwa	ɔˀ	ɔˀ	ɔˀ	sher1261	1417	27.105018	92.272133	3125	3125	FALSE	LandB2017		tokill	
7712	104_tokill	to kill	TshBhutanTshangla	BhutanTshangla	Bodic	ɕe	ɕe	ɕ e	tsha1245	1417	27.332081	91.551505	3125	3125	FALSE	LandB2017		tokill	
7721	104_tokill	to kill	EBBumthang	Bumthang	East Bodish	sut	sut	s u t	khen1241	1417	27.549248	90.753738		3125	FALSE	vanDriem2015		tokill	
7722	104_tokill	to kill	OldTibetan	OldTibetan	Tibetan	gsot, bsad	g.s.o.d	g s o./o d	clas1254	1417	30.027852	91.158704	3125	3125	FALSE	Huang1992		tokill	
7723	104_tokill	to kill	Khaling	Khaling	Kiranti	sɛt-	s.e.t.◦	s e t +	khal1275	1417	27.390595	87.510016	3125	3125	FALSE	Jacques2017FN		_tokill _tokill	
7724	104_tokill	to kill	Limbu	Limbu	Kiranti	sɛt-	s.ɛ.t.◦	s ɛ t +	limb1266	1417	27.272065	87.889909	3125	3125	FALSE	Jacques2017FN		_tokill _tokill	
7725	104_tokill	to kill	Japhug	Japhug	rGyalrong	sat	s.a.t	s a t	japh1234	1417	32.207076	101.957636	3125	3125	FALSE	Jacques2015b		tokill	
7726	104_tokill	to kill	Tangut	Tangut	Tangut	sja¹	s.j.a.¹	s j a ¹	tang1334	1417	38.477453	106.285383	3125	3125	FALSE	Li1997		tokill	
7728	104_tokill	to kill	TshMotuoMenba	MotuoCangluoTshangla	Bodic	ɕe	ɕ.e	ɕ e	tsha1245	1417	29.321347	95.319922	3125	3125	FALSE	Huang1992		tokill	
7729	104_tokill	to kill	Lhasa	Lhasa	Tibetan	sɛ⁵²	s.ɛ.⁵²	s ɛ ⁵²	utsa1239	1417	29.653441	91.171493	3125	3125	FALSE	Huang1992		tokill	
7731	104_tokill	to kill	Batang	Batang	Tibetan	sɛʔ⁵³	s.ɛ.ʔ.⁵³	s ɛ ʔ ⁵³	kham1282	1417	30.00795	99.111944	3125	3125	FALSE	Huang1992		tokill	
7732	104_tokill	to kill	Zhaba	Zhaba	Qiangic	kʌ³³ she⁵⁵	k.ʌ.³³._.sʰ.e.⁵⁵	k ʌ ³³ + sʰ e ⁵⁵	zhab1238	1417	30.538892	101.058397	3125	3125	FALSE	Huang1992	!ignore double same!	_tokill _tokill	
7733	104_tokill	to kill	Zhaba	Zhaba	Qiangic	she⁵⁵	sʰ.e.⁵⁵	sʰ e ⁵⁵	zhab1238	1417	30.538892	101.058397	3125	3125	FALSE	Huang1992		tokill	
7734	104_tokill	to kill	Daofu	Daofu	rGyalrong	shɛ	sʰ.ɛ	sʰ ɛ	horp1240	1417	30.975281	101.123742	3125	3125	FALSE	Huang1992		tokill	
7736	104_tokill	to kill	DarangTaraon	DarangTaraon	Deng	se⁵⁵	s.e.⁵⁵	s e ⁵⁵	diga1241	1417	28.657986	97.469136	3125	3125	FALSE	Huang1992		tokill	
7737	104_tokill	to kill	Xiahe	Xiahe	Tibetan	sɕl	s.ɕ.l	s ɕ l	amdo1237	1417	35.210549	102.524979	3125	3125	FALSE	Huang1992	!ignore double same!	tokill	
7738	104_tokill	to kill	Xiahe	Xiahe	Tibetan	ɕa	ɕ.a	ɕ a	amdo1237	1417	35.210549	102.524979	3125	3125	FALSE	Huang1992		tokill	
7739	104_tokill	to kill	Dulong	Dulong	Nungic	sɑt⁵⁵	s.ɑ.t.⁵⁵	s ɑ t ⁵⁵	drun1238	1417	27.749017	98.691868	3125	3125	FALSE	Huang1992		tokill	
7740	104_tokill	to kill	Lisu	Lisu	Loloish	se̱³¹	s.e̱.³¹	s e̠ ³¹	lisu1250	1417	25.950046	98.848486	3125	3125	FALSE	Huang1992		tokill	
7741	104_tokill	to kill	Alike	Alike	Tibetan	psat	p.s.a.t	p s a t	amdo1237	1417	38.318508	92.839938	3125	3125	FALSE	Huang1992		tokill	
7743	104_tokill	to kill	Maerkang	Marerkang	rGyalrong	kɑ sɑt	k.ɑ._.s.ɑ.t	k ɑ + s ɑ t	situ1238	1417	31.868614	102.295293	3125	3125	FALSE	Huang1992		_tokill _tokill	
7744	104_tokill	to kill	OldChinese	OldChinese	Sinitic	*s<r>at	s.r.a.t	s r a t	oldc1244	1417	34.101745	108.777868	3125	3125	FALSE	Baxter2014		tokill	
7745	104_tokill	to kill	OldBurmese	OldBurmese	Burmish	sat	s.a.t	s a t	oldb1235	1417	21.624974	97.126742	3125	3125	FALSE	Hill2017		tokill	
7746	104_tokill	to kill	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	sɑ̂	s.ɑ̂	s ɑ̂	eree1240	1417	31.62758	101.427999	3125	3125	FALSE	Lai2017		tokill	
7747	104_tokill	to kill	Chepang	Chepang		sat	s.a.t	s a t	chep1245	1417	27.785164	84.908801	3125	3125	FALSE	Caughley2000		tokill	
7749	104_tokill	to kill	Garo	Garo	Garo	soʔ+ota	s.o.ʔ.+.o.t.a	s o./o ʔ + o./o t a	garo1247	1417	25.504744	90.333226	3125	3125	FALSE	Burling2003		_tokill _tokill	
7750	104_tokill	to kill	Thulung	Thulung	Kiranti	set	s.e.t	s e t	thul1246	1417	27.534944	87.609608	3125	3125	FALSE	Allen1975		tokill	
7751	104_tokill	to kill	Hakha	Hakha	Chin	tʰat+tʰaʔ	tʰ.a.t.+.tʰ.a.ʔ	tʰ a t + tʰ a ʔ	haka1240	1417	22.870089	92.820021	3125	3125	FALSE	VanBik2014		_tokill _tokill	
7753	104_tokill	to kill	Byangsi	Byangsi	TibetoKinauri	sàmo	s.à.m.o	s à/a m o	byan1241	1417	29.583838	80.22309	3125	3125	FALSE	Sharma2003a		tokill	
7754	104_tokill	to kill	Rongpo	Rongpo	TibetoKinauri	sad	s.a.d	s a d	rong1264	1417	30.530044	79.569987	3125	3125	FALSE	Sharma2003		tokill	
7755	104_tokill	to kill	Kulung	Kulung	Kiranti	seima	s.e.i.m.a	s e i m a	kulu1253	1417	27.690037	86.910944	3125	3125	FALSE	Tolsma1999		tokill	
7756	104_tokill	to kill	Bantawa	Bantawa	Kiranti	set	s.e.t	s e t	bant1281	1417	27.117894	87.049995	3125	3125	FALSE	Jongens2009		tokill	
7757	104_tokill	to kill	Lashi	Lashi	Burmish	sa̰ːt⁵⁵	s.a̰ː.t.⁵⁵	s a̰ː t ⁵⁵	lash1243	1417	24.111512	98.311333	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7758	104_tokill	to kill	Bola	Bola	Burmish	sɛ̰ʔ⁵⁵	s.ɛ̰.ʔ.⁵⁵	s ɛ̰ ʔ ⁵⁵	pela1242	1417	24.405004	98.234243	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7759	104_tokill	to kill	Rangoon	Rangoon	Burmish	tθɑʔ⁴	tθ.ɑ.ʔ.⁴	tθ ɑ ʔ ⁴	nucl1310	1417	16.874207	96.190785	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7761	104_tokill	to kill	Achang	Achang	Burmish	sat⁵⁵	s.a.t.⁵⁵	s a t ⁵⁵	acha1249	1417	24.466605	97.89503	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7762	104_tokill	to kill	Atsi	Atsi	Burmish	sat²¹	s.a.t.²¹	s a t ²¹	zaiw1241	1417	24.193367	97.806689	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7763	104_tokill	to kill	Maru	Maru	Burmish	sɛ̰ʔ⁵⁵	s.ɛ̰.ʔ.⁵⁵	s ɛ̰ ʔ ⁵⁵	maru1249	1417	24.939981	99.83	3125	3125	FALSE	Huang1992 Hill2017		tokill	
7764	104_tokill	to kill	Xiandao	Xiandao	Burmish	sat⁵⁵+pʰut⁵⁵	s.a.t.⁵⁵.+.pʰ.u.t.⁵⁵	s a t ⁵⁵ + pʰ u t ⁵⁵	xian1249	1417	24.494153	97.753173	3125	3125	FALSE	Huang1992 Hill2017		_tokill _tokill	
7765	104_tokill	to kill	Bahing	Bahing	Kiranti	sat	s.a.t	s a t	bahi1252	1417	27.309472	86.430334	3125	3125	FALSE	Michailovsky1989		tokill	
7766	104_tokill	to kill	Lushai	Lushai	Mizo	tʰat	tʰ.a.t	tʰ a t	lush1249	1417	22.60535	92.629457	3125	3125	FALSE	Lorrain1940		tokill	
7767	104_tokill	to kill	Beijing	Beijing	Sinitic	ʂa⁵⁵	ʂ.a.⁵⁵	ʂ a ⁵⁵	beij1235	1417	39.909056	116.397422	3125	3125	FALSE	Lai2017FN		tokill	
7768	104_tokill	to kill	Guangzhou	Guangzhou	Sinitic	ʃat³³	ʃ.a.t.³³	ʃ a t ³³	guan1279	1417	23.131111	113.258099	3125	3125	FALSE	Lai2017FN		tokill	
7772	104_tokill	to kill	Xingning	Xingning	Sinitic	saʔʲ²	s.a.ʔʲ.²	s a ʔʲ ²	hakk1236	1417	24.13674	115.732382	3125	3125	FALSE	Lai2017FN		tokill	
7773	104_tokill	to kill	Ukhrul	Ukhrul	Naga	sa+kə+tʰat	s.a.+.k.ə.+.tʰ.a.t	s a + k ə + tʰ a t	ukhr1238	1417	25.092617	94.37045	3125	3125	FALSE	Mortensen2012		_tokill _tokill _tokill	
7775	104_tokill	to kill	Hayu	Hayu	Kiranti	sɿt	s.ɿ.t	s ɿ t	wayu1241	1417	27.302102	86.099009	3125	3125	FALSE	Michailovsky1989a		tokill	
18810	104_tokill	to kill	Jingpho	Jingpho	Jingpho	sat³¹	s.a.t.³¹	s a t ³¹	jing1260	1417	25.461826	97.329866	3125	3125	FALSE	Huang1992		tokill	
7692	104_tokill	to kill	TaniTangam	Tangam	Tani	keŋ	keŋ	k e ŋ	tang1377	1417	28.956354	94.990737		5230	FALSE	Post2017		tokill	
7693	104_tokill	to kill	EBDzalakha	Dzalakha	East Bodish	sochodma	so+tɕʰot	s o + tɕʰ o t	dzal1238	1417	27.605989	91.494864		5227	FALSE	DDC2017		_tokill _tokill	
7713	104_tokill	to kill	Kusunda	Kusunda		ɔ̰.d̪aː ɐ.gɔː	ɔ̰.d̪aː+ɐ.gɔː	ɔ̰ + d̪ aː + ɐ + g ɔː	kusu1250	1417	28.431855	82.802796	258	258	FALSE	Bodt2019b		_tokill _tokill _tokill _tokill	
7714	104_tokill	to kill	HruNamreiBisai	Namrei	Hrusish	gaina	gai+na	g a i/j + n a	hrus1242	1417	27.680112	92.699998		5228	FALSE	Abraham2018	*gajC	_tokill _tokill	
7715	104_tokill	to kill	HruNamreiNabolang	Namrei	Hrusish	gaina	gai+na	g a i/j + n a	hrus1242	1417	27.558051	92.789317		5228	FALSE	Abraham2018	*gajC	_tokill _tokill	
7716	104_tokill	to kill	HruHrusoAkaJamiri	HrusoAka	Hrusish	gə	gə	g ə	hrus1242	1417	27.203617	92.590615		5228	FALSE	Simon1993	*gajC	tokill	
7717	104_tokill	to kill	HruBangru	Bangru	Hrusish	gjaː	gjaː	g j aː	bang1369	1417	27.952786	93.164169		5228	FALSE	BandL2015	*gajC	tokill	
7718	104_tokill	to kill	HruDammaiDibin	Miji	Hrusish	wai	wai	w a i/j	hrus1242	1417	27.444541	92.511881		5228	FALSE	Abraham2018	*gajC	tokill	
7719	104_tokill	to kill	HruMijiNafra	Miji	Hrusish	wai	wai	w a i/j	hrus1242	1417	27.371831	92.544458		5228	FALSE	Abraham2018	*gajC	tokill	
7720	104_tokill	to kill	HruDammaiRurang	Miji	Hrusish	waitʃo	wai+tʃo	w a i/j + tʃ o	hrus1242	1417	27.368891	92.48215		5228	FALSE	Abraham2018	*gajC	_tokill _tokill	
7727	104_tokill	to kill	TaniBokar	Bokar	Tani	men	m.e.n	m e n	boka1249	1417	27.554547	93.15717	3113	4550	FALSE	Huang1992	!COGID changed Macy cross semantic!	tokill	
7730	104_tokill	to kill	Batang	Batang	Tibetan	tʂũ⁵⁵	tʂ.ũ.∼.⁵⁵	ʈʂ ũ ⁵⁵	kham1282	1417	30.00795	99.111944	2802	2802	FALSE	Huang1992		tokill	
7735	104_tokill	to kill	Daofu	Daofu	rGyalrong	ntɕə	n.tɕ.ə	n tɕ ə	horp1240	1417	30.975281	101.123742	2428	2428	FALSE	Huang1992		tokill	
7742	104_tokill	to kill	Yidu	Yidu	Deng	mu⁵⁵	m.u.⁵⁵	m u ⁵⁵	idum1241	1417	29.448172	95.650179	3021	3021	FALSE	Huang1992		tokill	
7748	104_tokill	to kill	Garo	Garo	Garo	si+et+a	s.i.+.e.t.+.a	s i + e t + a	garo1247	1417	25.504744	90.333226	3359	3359	FALSE	Burling2003		_tokill _tokill _tokill	
7777	104_tokill	to kill	Rabha	Rabha	Rabha	sí+tʰi+xi	s.í.+.tʰ.i.+.x.i	s í/i + tʰ i + x i	rabh1238	1417	25.820135	91.170064	3359	3359	FALSE	Joseph2007		_tokill _tokill _tokill	
7752	104_tokill	to kill	Bunan	Bunan	TibetoKinauri	pur	p.u.r	p u r	gahr1239	1417	32.554766	77.076283	265	265	FALSE	Widmer2014		tokill	
7760	104_tokill	to kill	Rangoon	Rangoon	Burmish	pɔ²²	p.ɔ.²²	p ɔ ²²	nucl1310	1417	16.874207	96.190785	1069	1069	FALSE	Huang1992 Hill2017	!ignore double no link!	tokill	
7769	104_tokill	to kill	Chaozhou	Chaozhou	Sinitic	tʰai³³	tʰ.a.i.³³	tʰ a i ³³	chao1238	1417	23.657699	116.622317	1927	1927	FALSE	Lai2017FN		tokill	
7771	104_tokill	to kill	Jieyang	Jieyang	Sinitic	tʰai³³	tʰ.a.i.³³	tʰ a i ³³	chao1239	1417	23.551122	116.373013	1927	1927	FALSE	Lai2017FN		tokill	
7770	104_tokill	to kill	Longgang	Longgang	Sinitic	tʰɔŋ³³	tʰ.ɔ.ŋ.³³	tʰ ɔ ŋ ³³	hakk1236	1417	22.725545	114.243825	1928	1928	FALSE	Lai2017FN		tokill	
7774	104_tokill	to kill	Hayu	Hayu	Kiranti	jʊk	j.ʊ.k	j ʊ k	wayu1241	1417	27.302102	86.099009	3115	3115	FALSE	Michailovsky1989a	!ignore double no link!	tokill	
7776	104_tokill	to kill	KarbiMikir	KarbiMikir	Mizo	ap, doihet	a.p	a p	karb1241	1417	25.735084	93.050494	10391	10391	FALSE	Walker1925 KonnerthFC GruessnerNoDate		tokill	
7820	106_theknee	the knee	TshDirangTshangla	DirangTshangla	Bodic	gum+ziŋ	gum+ziŋ	g u m + z i ŋ	dira1243	1371	27.343674	92.273057		155	FALSE	TB		_theknee _theknee	
7854	106_theknee	the knee	TshMotuoMenba	MotuoCangluoTshangla	Bodic	gum ziŋ	g.u.m._.z.i.ŋ	g u m + z i ŋ	tsha1245	1371	29.321347	95.319922	155	155	FALSE	Huang1992		_theknee _theknee	
7821	106_theknee	the knee	TaniGalo	Galo	Tani	lə-bɨɨ̀	lə+bɨː51	l ə + b ɨː ⁵¹	galo1242	1371	27.98	94.69		2039	FALSE	Post2007	*bɨŋ ‘shoulder/knee’	_theknee _theknee	
7822	106_theknee	the knee	TaniTangam	Tangam	Tani	lebəŋ	le+bəŋ	l e + b ə ŋ	tang1377	1371	28.956354	94.990737		2039	FALSE	Post2017		_theknee _theknee	
7845	106_theknee	the knee	HruBangru	Bangru	Hrusish	ləbəŋ	lə+bəŋ	l ə + b ə ŋ	bang1369	1371	27.952786	93.164169		2039	TRUE	BandL2015	Tani loan	_theknee _theknee	
7852	106_theknee	the knee	Japhug	Japhug	rGyalrong	tɯ-χpɯm	t.ɯ.◦.χ.p.ɯ.m	t ɯ + χ p ɯ m	japh1234	1371	32.207076	101.957636	2039	2039	FALSE	Jacques2015b		_theknee _theknee	
7861	106_theknee	the knee	Zhaba	Zhaba	Qiangic	pu¹³	p.u.¹³	p u ¹³	zhab1238	1371	30.538892	101.058397	2039	2039	FALSE	Huang1992		theknee	
7862	106_theknee	the knee	Zhaba	Zhaba	Qiangic	pu³³lo⁵⁵	p.u.³³.◦.l.o.⁵⁵	p u ³³ + l o./o ⁵⁵	zhab1238	1371	30.538892	101.058397	2039	2039	FALSE	Huang1992	!ignore double same!	_theknee _theknee	
7863	106_theknee	the knee	DarangTaraon	DarangTaraon	Deng	phɑ³¹bɯm⁵⁵	ph.ɑ.³¹.◦.b.ɯ.m.⁵⁵	pʰ ɑ ³¹ + b ɯ m ⁵⁵	diga1241	1371	28.657986	97.469136	2039	2039	FALSE	Huang1992		_theknee _theknee	
7864	106_theknee	the knee	TaniBokar	Bokar	Tani	lɯ |pɯŋ	l.ɯ.+.p.ɯ.ŋ	l ɯ + p ɯ ŋ	boka1249	1371	27.554547	93.15717	2039	2039	FALSE	Huang1992		_theknee _theknee	
7823	106_theknee	the knee	EBDzalakha	Dzalakha	East Bodish	khula	kʰu+la	kʰ u + l a	dzal1238	1371	27.605989	91.494864		3365	FALSE	DDC2017		_theknee _theknee	
7846	106_theknee	the knee	HruDammaiDibin	Miji	Hrusish	leikhu	lei+kʰu	l e i/j + kʰ u	hrus1242	1371	27.444541	92.511881		3365	FALSE	Abraham2018		_theknee _theknee	
7876	106_theknee	the knee	Hakha	Hakha	Chin	kʰuu/uk	kʰ.uu/u.k	kʰ uu/u k	haka1240	1371	22.870089	92.820021	3365	3365	FALSE	VanBik2014		theknee	
7890	106_theknee	the knee	Lushai	Lushai	Mizo	kʰûp	kʰ.û.p	kʰ û/u p	lush1249	1371	22.60535	92.629457	3365	3365	FALSE	Lorrain1940		theknee	
7897	106_theknee	the knee	Ukhrul	Ukhrul	Naga	ʔa+kʰuk	ʔ.a.+.kʰ.u.k	ʔ a + kʰ u k	ukhr1238	1371	25.092617	94.37045	3365	3365	FALSE	Mortensen2012		_theknee _theknee	
7898	106_theknee	the knee	Hayu	Hayu	Kiranti	kʰokali	kʰ.o.k.a.l.i	kʰ o./o k a l i	wayu1241	1371	27.302102	86.099009	3365	3365	FALSE	Michailovsky1989a		theknee	
7824	106_theknee	the knee	EBKhengkha	Khengkha	East Bodish	putmong	put+moŋ	p u t + m o ŋ	khen1241	1371	27.144878	90.689999		22	FALSE	AandY1996		_theknee _theknee	
7826	106_theknee	the knee	KBBichomBugun	Bugun	KhoBwa	ləspau	lə+s+pau	l ə + s + p au	bich1234	1371	27.31177	92.592007		22	FALSE	Abraham2018		_theknee _theknee _theknee	
7827	106_theknee	the knee	KBSingchungBugun	Bugun	KhoBwa	ləspau	lə+s+pau	l ə + s + p au	sing1271	1371	27.191743	92.474176		22	FALSE	Abraham2018		_theknee _theknee _theknee	
