ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	SUBGROUP	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	MORPHEMES	ALIGNMENT
108	2_all	all	HruDammaiRurang	Miji	Hrusish	vendaŋ	ven+daŋ	v e n + d a ŋ	hrus1242	98	27.368891	92.48215		4692	FALSE	Abraham2018		_all _all	
111	2_all	all	Khaling	Khaling	Kiranti	kʰøle	kʰ.ø.l.e	kʰ ø l e	khal1275	98	27.390595	87.510016	1273	581	FALSE	Jacques2017FN	!COGID changed Macy cross semantic!	all	
135	2_all	all	Thulung	Thulung	Kiranti	khotle	kh.o.t.l.e	kʰ o./o t l e	thul1246	98	27.534944	87.609608	1273	581	FALSE	Allen1975	!COGID changed Macy cross semantic!	all	
142	2_all	all	Kulung	Kulung	Kiranti	kʰɔ:lɔ	kʰ.ɔ:.l.ɔ	kʰ ɔː l ɔ	kulu1253	98	27.690037	86.910944	1273	581	FALSE	Tolsma1999	!COGID changed Macy cross semantic!	all	
112	2_all	all	Limbu	Limbu	Kiranti	kak	k.a.k	k a k	limb1266	98	27.272065	87.889909	1320	1433	FALSE	Jacques2017FN	!COGID changed Macy cross semantic!	all	
116	2_all	all	Xiahe	Xiahe	Tibetan	ha no	h.a._.n.o	h a + n o	amdo1237	98	35.210549	102.524979	5662	5662	FALSE	Huang1992		_all _all	
117	2_all	all	Maerkang	Marerkang	rGyalrong	kə tʃᴇt	k.ə._.tʃ.ᴇ.t	k ə + tʃ ᴇ/e t	situ1238	98	31.868614	102.295293	3969	447	FALSE	Huang1992	!COGID changed Macy cross semantic!	_all _all	
120	2_all	all	Dulong	Dulong	Nungic	sɯ³¹nɑʔ⁵⁵	s.ɯ.³¹.◦.n.ɑ.ʔ.⁵⁵	s ɯ ³¹ + n ɑ ʔ ⁵⁵	drun1238	98	27.749017	98.691868	1276	1749	FALSE	Huang1992	!COGID changed Macy cross semantic!	_all _all	
121	2_all	all	Batang	Batang	Tibetan	jø¹³tshɛʔ⁵³	j.ø.¹³.◦.tsh.ɛ.ʔ.⁵³	j ø ¹³ + tsʰ ɛ ʔ ⁵³	kham1282	98	30.00795	99.111944	5664	5664	FALSE	Huang1992		_all _all	
123	2_all	all	Zhaba	Zhaba	Qiangic	jo³³dzo⁵⁵	j.o.³³.◦.dz.o.⁵⁵	j o./o ³³ + dz o./o ⁵⁵	zhab1238	98	30.538892	101.058397	4514	4514	FALSE	Huang1992	!COGID changed Macy cross semantic!	_all _all	
124	2_all	all	Lisu	Lisu	Loloish	hɑ̃³³ŋɑ̱³³ mɑ̱³³	h.ɑ̃.∼.³³.◦.ŋ.ɑ̱.³³._.m.ɑ̱.³³	h ɑ̃ ³³ + ŋ ɑ̠ ³³ + m ɑ̠ ³³	lisu1250	98	25.950046	98.848486	3683	451	FALSE	Huang1992	!COGID changed Macy cross semantic!	_all _all _all	
18705	2_all	all	Jingpho	Jingpho	Jingpho	ŋa³¹mă⁵⁵ŋa⁵¹	ŋ.a.³¹.◦.m.ă.⁵⁵.◦.ŋ.a.⁵¹	ŋ a ³¹ + m ă ⁵⁵ + ŋ a ⁵¹	jing1260	98	25.461826	97.329866	1274	451	FALSE	Huang1992	COGID changed Tim	_all _all _all	
125	2_all	all	TaniBokar	Bokar	Tani	kə baŋ	k.ə._.b.a.ŋ	k ə + b a ŋ	boka1249	98	27.554547	93.15717	1321	453	FALSE	Huang1992		_all _all	
127	2_all	all	Japhug	Japhug	rGyalrong	lonmba	l.o.n.mb.a	l o./o n mb a	japh1234	98	32.207076	101.957636	1275	1275	TRUE	Jacques2015b		all	
128	2_all	all	OldChinese	OldChinese	Sinitic	*[b]rom	b.r.o.m	b r o./o m	oldc1244	98	34.101745	108.777868	1186	1788	FALSE	Baxter2014	!COGID changed Macy cross semantic!	all	
129	2_all	all	OldChinese	OldChinese	Sinitic	*[g]ˤr[ə]m	gˤ.r.ə.m	gˤ r ə m	oldc1244	98	34.101745	108.777868	3684	1907	FALSE	Baxter2014	!COGID changed Macy cross semantic!	all	
130	2_all	all	OldBurmese	OldBurmese	Burmish	ʔa◦kun	ʔ.a.◦.k.u.n	ʔ a + k u n	oldb1235	98	21.624974	97.126742	3899	1920	FALSE	Hill2017	!COGID changed Macy cross semantic!	_all _all	
151	2_all	all	OldTibetan	OldTibetan	Tibetan	kun	k.u.n	k u n	clas1254	98	30.027852	91.158704	3899	1920	FALSE	Huang1992	!COGID changed Macy cross semantic!	all	
131	2_all	all	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	pâ	p.â	p â/a	eree1240	98	31.62758	101.427999	5037	5037	FALSE	Lai2017		all	
132	2_all	all	Chepang	Chepang		dʒəm+bay	dʒ.ə.m.+.b.a.y	dʒ ə m + b a y	chep1245	98	27.785164	84.908801	5140	5140	FALSE	Caughley2000	!ignore double no link!	_all _all	
133	2_all	all	Chepang	Chepang		dʒu	dʒ.u	dʒ u	chep1245	98	27.785164	84.908801	5141	5141	FALSE	Caughley2000		all	
134	2_all	all	Garo	Garo	Garo	bebak	b.e.b.a.k	b e b a k	garo1247	98	25.504744	90.333226	5308	5308	FALSE	Burling2003		all	
136	2_all	all	Hakha	Hakha	Chin	zǎatêe	z.ǎa.t.êe	z ǎa/a t êe/eː	haka1240	98	22.870089	92.820021	5779	5779	FALSE	VanBik2014		all	
138	2_all	all	Byangsi	Byangsi	TibetoKinauri	lairi	l.a.i.r.i	l a i r i	byan1241	98	29.583838	80.22309	6208	6208	FALSE	Sharma2003a		all	
139	2_all	all	Rongpo	Rongpo	TibetoKinauri	ruoko	r.u.o.k.o	r u o./o k o	rong1264	98	30.530044	79.569987	6209	6209	FALSE	Sharma2003		all	
140	2_all	all	Rongpo	Rongpo	TibetoKinauri	səb	s.ə.b	s ə b	rong1264	98	30.530044	79.569987	6207	6207	TRUE	Sharma2003		all	
141	2_all	all	Kulung	Kulung	Kiranti	tɔ:tɔ	t.ɔ:.t.ɔ	t ɔː t ɔ	kulu1253	98	27.690037	86.910944	6288	6288	FALSE	Tolsma1999	!ignore double no link!	all	
143	2_all	all	Bantawa	Bantawa	Kiranti	dzamməj	dz.a.m.m.ə.j	dz a m m ə j	bant1281	98	27.117894	87.049995	6522	6522	TRUE	Jongens2009		all	
144	2_all	all	Achang	Achang	Burmish	pʐa⁵⁵+pʐa⁵⁵	p.ʐ.a.⁵⁵.+.p.ʐ.a.⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	acha1249	98	24.466605	97.89503	8001	8001	FALSE	Huang1992 Hill2017		_all _all	
145	2_all	all	Lashi	Lashi	Burmish	pan³¹+ʃɔ̰ʔ⁵⁵	p.a.n.³¹.+.ʃ.ɔ̰.ʔ.⁵⁵	p a n ³¹ + ʃ ɔ̰ ʔ ⁵⁵	lash1243	98	24.111512	98.311333	8003	8003	FALSE	Huang1992 Hill2017		_all _all	
146	2_all	all	Maru	Maru	Burmish	pəŋ³¹+ʃɔʔ⁵⁵	p.ə.ŋ.³¹.+.ʃ.ɔ.ʔ.⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	maru1249	98	24.939981	99.83	8003	8003	FALSE	Huang1992 Hill2017		_all _all	
147	2_all	all	Xiandao	Xiandao	Burmish	cʰot⁵⁵	cʰ.o.t.⁵⁵	cʰ o./o t ⁵⁵	xian1249	98	24.494153	97.753173	8004	8004	FALSE	Huang1992 Hill2017		all	
148	2_all	all	Atsi	Atsi	Burmish	lṵŋ⁵⁵+la̰ŋ⁵⁵	l.ṵ.ŋ.⁵⁵.+.l.a̰.ŋ.⁵⁵	l ṵ ŋ ⁵⁵ + l a̰ ŋ ⁵⁵	zaiw1241	98	24.193367	97.806689	8005	8005	FALSE	Huang1992 Hill2017		_all _all	
149	2_all	all	Bola	Bola	Burmish	a³¹+la̰p⁵⁵	a.³¹.+.l.a̰.p.⁵⁵	a ³¹ + l a̰ p ⁵⁵	pela1242	98	24.405004	98.234243	8006	8006	FALSE	Huang1992 Hill2017		_all _all	
150	2_all	all	Rangoon	Rangoon	Burmish	m̥ɑ̃∼²²+tθɑ⁵³+m̥jɑ⁵³	m̥.ɑ̃.∼.²².+.tθ.ɑ.⁵³.+.m̥.j.ɑ.⁵³	m̥ ɑ̃ ²² + tθ ɑ ⁵³ + m̥ j ɑ ⁵³	nucl1310	98	16.874207	96.190785	8340	8340	FALSE	Huang1992 Hill2017		_all _all _all	
368	5_bad	bad	KarbiMikir	KarbiMikir	Mizo	hingo	h.e.n.ō	h e n ō/oː	karb1241	1292	25.735084	93.050494	0	0	FALSE	Walker1925 KonnerthFC GruessnerNoDate		bad	
282	5_bad	bad	TshDirangTshangla	DirangTshangla	Bodic	duk+pu	duk+pu	d u k + p u	dira1243	1292	27.343674	92.273057		579	TRUE	TB		_bad _bad	d u k - ( + p u - )
291	5_bad	bad	EBMamaCuonaMenba	TshonaDakpa	East Bodish	tuk˧˥po˥˧	tuk35po53	t u k ³⁵ + p o ⁵³	dakp1242	1292	27.872413	91.798576		579	TRUE	Lu1986		bad _nom	t u k ³⁵ ( + p o ⁵³ )
313	5_bad	bad	TshMotuoMenba	MotuoCangluoTshangla	Bodic	duk pin	d.u.k._.p.i.n	d u k + p i n	tsha1245	1292	29.321347	95.319922	579	579	TRUE	Huang1992		_bad _bad	d u k - ( + p i n )
317	5_bad	bad	Lhasa	Lhasa	Tibetan	tu¹³ko⁵⁵	t.u.¹³.◦.k.o.⁵⁵	t u ¹³ + k o./o ⁵⁵	utsa1239	1292	29.653441	91.171493	579	579	FALSE	Huang1992		_bad _bad	t u - ¹³ ( + k o./o ⁵⁵ )
321	5_bad	bad	Batang	Batang	Tibetan	du⁵⁵pᴜ⁵³	d.u.⁵⁵.◦.p.ᴜ.⁵³	d u ⁵⁵ + p u ⁵³	kham1282	1292	30.00795	99.111944	579	579	FALSE	Huang1992		_bad _bad	d u - ⁵⁵ ( + p u ⁵³ )
283	5_bad	bad	TaniGalo	Galo	Tani	ɲɨɨ́	ɲɨː55	ɲ ɨː ⁵⁵	galo1242	1292	27.98	94.69		4697	FALSE	Post2007	Ø	bad	( - - - ) ɲ ɨː ⁵⁵ - ( - - - )
303	5_bad	bad	HruNamreiBisai	Namrei	Hrusish	məni	mə+ni	m ə + n i	hrus1242	1292	27.680112	92.699998		4697	FALSE	Abraham2018	*mə-niŋ	_prf bad	( m ə + ) n i - - ( - - - )
304	5_bad	bad	HruNamreiNabolang	Namrei	Hrusish	məni	mə+ni	m ə + n i	hrus1242	1292	27.558051	92.789317		4697	FALSE	Abraham2018	*mə-niŋ	_prf bad	( m ə + ) n i - - ( - - - )
306	5_bad	bad	HruBangru	Bangru	Hrusish	mənɛ̃ĩ(ŋ)	mə+nɛ̃ĩŋ	m ə + n ɛ̃ i/j ŋ	bang1369	1292	27.952786	93.164169		4697	FALSE	BandL2015	*mə-niŋ	_prf bad	( m ə + ) n ɛ̃ i/j ŋ ( - - - )
307	5_bad	bad	HruDammaiDibin	Miji	Hrusish	aɲirə	a+ɲi+rə	a + ɲ i + r ə	hrus1242	1292	27.444541	92.511881		4697	FALSE	Abraham2018	*mə-niŋ	_prf bad _bad	( - a + ) ɲ i - - ( + r ə )
308	5_bad	bad	HruMijiNafra	Miji	Hrusish	məni	mə+ni	m ə + n i	hrus1242	1292	27.371831	92.544458		4697	FALSE	Abraham2018	*mə-niŋ	_prf bad	( m ə + ) n i - - ( - - - )
309	5_bad	bad	HruDammaiRurang	Miji	Hrusish	məɲi	mə+ɲi	m ə + ɲ i	hrus1242	1292	27.368891	92.48215		4697	FALSE	Abraham2018	*mə-niŋ	_prf bad	( m ə + ) ɲ i - - ( - - - )
284	5_bad	bad	EBDzalakha	Dzalakha	East Bodish	gogpa	gok+pa	g o k + p a	dzal1238	1292	27.605989	91.494864		4696	FALSE	DDC2017		bad _nom	g o k - ( + p a - )
292	5_bad	bad	EBWenlangCuonaMenba	TawangDakpa	East Bodish	gok˧˥pɑ˥	gok35pɑ55	g o k ³⁵ + p ɑ ⁵⁵	dakp1242	1292	29.367765	95.339063		4696	FALSE	Lu1986		bad _nom	g o k ³⁵ ( + p ɑ ⁵⁵ )
285	5_bad	bad	EBKhengkha	Khengkha	East Bodish	ཟོག་དྲགས།	zok+ɖaː	z o k + ɖ aː	khen1241	1292	27.144878	90.689999		4695	FALSE	TB		_bad _bad	
286	5_bad	bad	KBWanghoBugun	Bugun	KhoBwa	avije	a+vje	a + v j e	wang1301	1292	27.24169	92.420806		491	FALSE	Abraham2018		_bad _bad	
287	5_bad	bad	KBBichomBugun	Bugun	KhoBwa	avije	a+vje	a + v j e	bich1234	1292	27.31177	92.592007		491	FALSE	Abraham2018		_bad _bad	
288	5_bad	bad	KBSingchungBugun	Bugun	KhoBwa	avije	a+vje	a + v j e	sing1271	1292	27.191743	92.474176		491	FALSE	Abraham2018		_bad _bad	
289	5_bad	bad	KBKaspiBugun	Bugun	KhoBwa	avije	a+vje	a + v j e	kasp1234	1292	27.204536	92.564228		491	FALSE	Abraham2018		_bad _bad	
290	5_bad	bad	KBNamphriBugun	Bugun	KhoBwa	avije	a+vje	a + v j e	namp1239	1292	27.24403	92.52836		491	FALSE	Abraham2018		_bad _bad	
294	5_bad	bad	KBDikhyangBugun	Bugun	KhoBwa	a.vʲə	a.vʲə	a + v j ə	dikh1234	1292	27.320448	92.454924	800	491	FALSE	LandB2017		_bad _bad	
293	5_bad	bad	KBBuluPuroik	Puroik	KhoBwa	a.lao	a.lao	a + l ao	bulu1255	1292	27.451029	92.44627	798	485	FALSE	Lieberherr2017		_bad _bad	
295	5_bad	bad	KBWKhoina	Sartang	WesternKhoBwa	a.nu	a.nu	a + n u	khoi1253	1292	27.334981	92.52994	801	492	FALSE	LandB2017		_bad _bad	
296	5_bad	bad	KBWJerigaon	Sartang	WesternKhoBwa	a.nu	a.nu	a + n u	jeri1243	1292	27.340629	92.486595	801	492	FALSE	LandB2017		_bad _bad	
297	5_bad	bad	KBWKhoitam	Sartang	WesternKhoBwa	a.nu	a.nu	a + n u	khoi1252	1292	27.327487	92.439455	801	492	FALSE	LandB2017		_bad _bad	
298	5_bad	bad	KBWRahung	Sartang	WesternKhoBwa	a.nu	a.nu	a + n u	rahu1234	1292	27.310778	92.395028	801	492	FALSE	LandB2017		_bad _bad	
299	5_bad	bad	KBWRupa	Sherdukpen	WesternKhoBwa	a.ɲu	a.ɲu	a + ɲ u	rupa1234	1292	27.203065	92.398757	801	492	FALSE	LandB2017		_bad _bad	
300	5_bad	bad	KBWShergaon	Sherdukpen	WesternKhoBwa	a.ɲu	a.ɲu	a + ɲ u	sher1261	1292	27.105018	92.272133	801	492	FALSE	LandB2017		_bad _bad	
301	5_bad	bad	TshBhutanTshangla	BhutanTshangla	Bodic	tɕa+mu	tɕa+mu	tɕ a + m u	tsha1245	1292	27.332081	91.551505	889	889	FALSE	LandB2017		_bad _bad	
347	5_bad	bad	Achang	Achang	Burmish	tɕa⁵⁵	tɕ.a.⁵⁵	tɕ a ⁵⁵	acha1249	1292	24.466605	97.89503	889	889	FALSE	Huang1992 Hill2017		bad	
302	5_bad	bad	Kusunda	Kusunda		qɔː.lum	qɔː.lum	q ɔː + l u m	kusu1250	1292	28.431855	82.802796	802	502	FALSE	Bodt2019b		_bad _bad	
305	5_bad	bad	HruHrusoAkaJamiri	HrusoAka	Hrusish	mau	mau	m au	hrus1242	1292	27.203617	92.590615		4698	FALSE	Abraham2018		bad	( m au - ) - - - - ( - - - )
310	5_bad	bad	EBBumthang	Bumthang	East Bodish	ŋe+pa	ŋe+pa	ŋ e + p a	khen1241	1292	27.549248	90.753738		245	TRUE	TB		bad _nom	ŋ e - ( + p a - )
311	5_bad	bad	OldTibetan	OldTibetan	Tibetan	ŋan	ŋ.a.n	ŋ a n	clas1254	1292	30.027852	91.158704	245	245	FALSE	Huang1992		bad	ŋ a n ( - - - - )
312	5_bad	bad	Japhug	Japhug	rGyalrong	%ŋɤn	ŋ.ɤ.n	ŋ ɤ n	japh1234	1292	32.207076	101.957636	245	245	TRUE	Jacques2015b		bad	ŋ ɤ n ( - - - - )
316	5_bad	bad	Lhasa	Lhasa	Tibetan	ŋɛ̃¹³po⁵⁵	ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵	ŋ ɛ̃ ¹³ + p o./o ⁵⁵	utsa1239	1292	29.653441	91.171493	245	245	FALSE	Huang1992		_bad _bad	ŋ ɛ̃ ¹³ ( + p o./o ⁵⁵ )
326	5_bad	bad	Xiahe	Xiahe	Tibetan	ŋan	ŋ.a.n	ŋ a n	amdo1237	1292	35.210549	102.524979	245	245	FALSE	Huang1992		bad	ŋ a n ( - - - - )
330	5_bad	bad	Alike	Alike	Tibetan	ŋan bæ	ŋ.a.n._.b.æ	ŋ a n + b æ	amdo1237	1292	38.318508	92.839938	245	245	FALSE	Huang1992		_bad _bad	ŋ a n ( + b æ - )
314	5_bad	bad	Yidu	Yidu	Deng	e⁵⁵lieŋ⁵⁵	e.⁵⁵.◦.l.i.e.ŋ.⁵⁵	e ⁵⁵ + l i e ŋ ⁵⁵	idum1241	1292	29.448172	95.650179	606	606	FALSE	Huang1992		_bad _bad	
315	5_bad	bad	Maerkang	Marerkang	rGyalrong	mɑ kə snɑ	m.ɑ._.k.ə._.s.n.ɑ	m ɑ + k ə + s n ɑ	situ1238	1292	31.868614	102.295293	999	999	FALSE	Huang1992		_bad _bad _bad	
318	5_bad	bad	Daofu	Daofu	rGyalrong	qhə mɛ	qʰ.ə.+.m.ɛ	qʰ ə + m ɛ	horp1240	1292	30.975281	101.123742	1271	1271	FALSE	Huang1992		_bad _bad	
319	5_bad	bad	Daofu	Daofu	rGyalrong	gɛ qhə mɛ	g.ɛ.+.qʰ.ə.+.m.ɛ	g ɛ + qʰ ə + m ɛ	horp1240	1292	30.975281	101.123742	1271	1271	FALSE	Huang1992	!ignore double same!	_bad _bad _bad	
320	5_bad	bad	Dulong	Dulong	Nungic	mɑʔ⁵⁵	m.ɑ.ʔ.⁵⁵	m ɑ ʔ ⁵⁵	drun1238	1292	27.749017	98.691868	1608	1608	FALSE	Huang1992		bad	
322	5_bad	bad	Batang	Batang	Tibetan	ɕɑu⁵⁵dɛʔ⁵³	ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³	ɕ ɑ u ⁵⁵ + d ɛ ʔ ⁵³	kham1282	1292	30.00795	99.111944	2316	2316	FALSE	Huang1992	!ignore double no link!	_bad _bad	
323	5_bad	bad	Zhaba	Zhaba	Qiangic	ʂtʂu⁵⁵tʂu³³	ʂ.tʂ.u.⁵⁵.◦.tʂ.u.³³	ʂ ʈʂ u ⁵⁵ + ʈʂ u ³³	zhab1238	1292	30.538892	101.058397	2303	2303	FALSE	Huang1992		_bad _bad	
324	5_bad	bad	DarangTaraon	DarangTaraon	Deng	pɹɑ⁵⁵jim⁵⁵	p.ɹ.ɑ.⁵⁵.◦.j.i.m.⁵⁵	p ɹ ɑ ⁵⁵ + j i m ⁵⁵	diga1241	1292	28.657986	97.469136	2327	2327	FALSE	Huang1992		_bad _bad	
325	5_bad	bad	Xiahe	Xiahe	Tibetan	a χa ma	a._.χ.a._.m.a	a + χ a + m a	amdo1237	1292	35.210549	102.524979	2482	2482	FALSE	Huang1992	!ignore double no link!	_bad _bad _bad	
327	5_bad	bad	Lisu	Lisu	Loloish	ma³¹dʑi³³	m.a.³¹.◦.dʑ.i.³³	m a ³¹ + dʑ i ³³	lisu1250	1292	25.950046	98.848486	2716	2716	FALSE	Huang1992		_bad _bad	
328	5_bad	bad	TaniBokar	Bokar	Tani	po moŋ	p.o.+.m.o.ŋ	p o./o + m o./o ŋ	boka1249	1292	27.554547	93.15717	2749	1252	FALSE	Huang1992	!COGID changed Macy cross semantic!	_bad _bad	
329	5_bad	bad	TaniBokar	Bokar	Tani	ka ru	k.a.+.r.u	k a + r u	boka1249	1292	27.554547	93.15717	3052	3052	FALSE	Huang1992	!ignore double no link!	_bad _bad	
331	5_bad	bad	OldChinese	OldChinese	Sinitic	*ʔˤak	ʔˤ.a.k	ʔˤ a k	oldc1244	1292	34.101745	108.777868	3616	3616	FALSE	Baxter2014		bad	
332	5_bad	bad	OldBurmese	OldBurmese	Burmish	chuiwḥ	ch.ui.w.ḥ	ch ui w h	oldb1235	1292	21.624974	97.126742	1044	1044	FALSE	Hill2017		bad	
353	5_bad	bad	Rangoon	Rangoon	Burmish	sʰo⁵⁵	sʰ.o.⁵⁵	sʰ o./o ⁵⁵	nucl1310	1292	16.874207	96.190785	1044	1044	FALSE	Huang1992 Hill2017		bad	
333	5_bad	bad	Limbu	Limbu	Kiranti	tɛp_phɛːm-ba	t.ɛ.p._.ph.ɛː.m-.b.a	t ɛ p + pʰ ɛː m + b a	limb1266	1292	27.272065	87.889909	3702	3702	FALSE	Jacques2017FN		_bad _bad _bad	
334	5_bad	bad	Khaling	Khaling	Kiranti	mʌbʌŋpɛ	m.ʌ.b.ʌ.ŋ.p.ɛ	m ʌ b ʌ ŋ p ɛ	khal1275	1292	27.390595	87.510016	3704	3704	FALSE	Jacques2017FN		bad	
335	5_bad	bad	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	mə+tsʰâ	m.ə.+.tsʰ.â	m ə + tsʰ â/a	eree1240	1292	31.62758	101.427999	3733	3733	FALSE	Lai2017		_bad _bad	
336	5_bad	bad	Chepang	Chepang		hal	h.a.l	h a l	chep1245	1292	27.785164	84.908801	3793	3793	FALSE	Caughley2000	!ignore double no link!	bad	
337	5_bad	bad	Chepang	Chepang		rew	r.e.w	r e w	chep1245	1292	27.785164	84.908801	3186	3186	FALSE	Caughley2000	!ignore double same!	bad	
338	5_bad	bad	Chepang	Chepang		rjəw	r.j.ə.w	r j ə w	chep1245	1292	27.785164	84.908801	3186	3186	FALSE	Caughley2000		bad	
339	5_bad	bad	Thulung	Thulung	Kiranti	medzɵpa	m.e.dz.ɵ.p.a	m e dz ɵ p a	thul1246	1292	27.534944	87.609608	4051	4051	FALSE	Allen1975		bad	
340	5_bad	bad	Hakha	Hakha	Chin	tshìa+tshiat	tsh.ì.a.+.tsh.i.a.t	tsʰ ì/i a + tsʰ i a t	haka1240	1292	22.870089	92.820021	1463	1463	FALSE	VanBik2014		_bad _bad	
356	5_bad	bad	Lushai	Lushai	Mizo	tʃʰia	tʃʰ.i.a	tʃʰ i a	lush1249	1292	22.60535	92.629457	1463	1463	FALSE	Lorrain1940		bad	
341	5_bad	bad	Bunan	Bunan	TibetoKinauri	marap	m.a.r.a.p	m a r a p	gahr1239	1292	32.554766	77.076283	246	246	TRUE	Widmer2014		bad	
343	5_bad	bad	Rongpo	Rongpo	TibetoKinauri	khəraːb	kh.ə.r.aː.b	kʰ ə r aː b	rong1264	1292	30.530044	79.569987	246	246	TRUE	Sharma2003		bad	
342	5_bad	bad	Byangsi	Byangsi	TibetoKinauri	jaddɛ	j.a.d.d.ɛ	j a d d ɛ	byan1241	1292	29.583838	80.22309	329	329	FALSE	Sharma2003a		bad	
344	5_bad	bad	Kulung	Kulung	Kiranti	mannǝpa	m.a.n.n.ǝ.p.a	m a n n ə p a	kulu1253	1292	27.690037	86.910944	613	613	FALSE	Tolsma1999		bad	
345	5_bad	bad	Bantawa	Bantawa	Kiranti	ɨs	ɨ.s	ɨ s	bant1281	1292	27.117894	87.049995	745	745	FALSE	Jongens2009		bad	
346	5_bad	bad	Bantawa	Bantawa	Kiranti	ɨssawa	ɨ.s.s.a.w.a	ɨ s s a w a	bant1281	1292	27.117894	87.049995	745	745	FALSE	Jongens2009	!ignore double same!	bad	
348	5_bad	bad	Atsi	Atsi	Burmish	tʰen²¹	tʰ.e.n.²¹	tʰ e n ²¹	zaiw1241	1292	24.193367	97.806689	486	486	FALSE	Huang1992 Hill2017		bad	
18708	5_bad	bad	Jingpho	Jingpho	Jingpho	then³¹	th.e.n.³¹	tʰ e n ³¹	jing1260	1292	25.461826	97.329866	486	486	FALSE	Huang1992		bad	
349	5_bad	bad	Bola	Bola	Burmish	a³¹+kai⁵⁵	a.³¹.+.k.a.i.⁵⁵	a ³¹ + k a i ⁵⁵	pela1242	1292	24.405004	98.234243	890	890	FALSE	Huang1992 Hill2017		_bad _bad	
351	5_bad	bad	Maru	Maru	Burmish	kɔi³⁵	k.ɔ.i.³⁵	k ɔ i ³⁵	maru1249	1292	24.939981	99.83	890	890	FALSE	Huang1992 Hill2017		bad	
350	5_bad	bad	Lashi	Lashi	Burmish	pjɔːʔ³¹	p.j.ɔː.ʔ.³¹	p j ɔː ʔ ³¹	lash1243	1292	24.111512	98.311333	892	892	FALSE	Huang1992 Hill2017		bad	
352	5_bad	bad	Xiandao	Xiandao	Burmish	n³¹+cɛ⁵⁵	n.³¹.+.c.ɛ.⁵⁵	n ³¹ + c ɛ ⁵⁵	xian1249	1292	24.494153	97.753173	893	893	FALSE	Huang1992 Hill2017		_bad _bad	
354	5_bad	bad	Rangoon	Rangoon	Burmish	nʲɑ̃∼⁵³	nʲ.ɑ̃.∼.⁵³	nʲ ɑ̃ ⁵³	nucl1310	1292	16.874207	96.190785	1045	1045	FALSE	Huang1992 Hill2017	!ignore double no link!	bad	
355	5_bad	bad	Lushai	Lushai	Mizo	ʈʰa+lo	ʈʰ.a.+.l.o	ʈʰ a + l o	lush1249	1292	22.60535	92.629457	1462	1462	FALSE	Lorrain1940	!ignore double no link!	_bad _bad	
357	5_bad	bad	Beijing	Beijing	Sinitic	xuæi⁵¹	x.u.æ.i.⁵¹	x u æ i ⁵¹	beij1235	1292	39.909056	116.397422	1623	1623	FALSE	Lai2017FN		bad	
362	5_bad	bad	Jieyang	Jieyang	Sinitic	huai³⁵	h.u.a.i.³⁵	h u a i ³⁵	chao1239	1292	23.551122	116.373013	1623	1623	TRUE	Lai2017FN		bad	
363	5_bad	bad	Xingning	Xingning	Sinitic	fai⁵³	f.a.i.⁵³	f a i ⁵³	hakk1236	1292	24.13674	115.732382	1623	1623	TRUE	Lai2017FN		bad	
358	5_bad	bad	Beijing	Beijing	Sinitic	læi⁵¹	l.æ.i.⁵¹	l æ i ⁵¹	beij1235	1292	39.909056	116.397422	1620	1620	FALSE	Lai2017FN	!ignore double no link!	bad	
359	5_bad	bad	Guangzhou	Guangzhou	Sinitic	søy⁵³	s.ø.y.⁵³	s ø y ⁵³	guan1279	1292	23.131111	113.258099	10263	10263	FALSE	Lai2017FN		bad	
361	5_bad	bad	Longgang	Longgang	Sinitic	sɔi³³	s.ɔ.i.³³	s ɔ i ³³	hakk1236	1292	22.725545	114.243825	10263	10263	FALSE	Lai2017FN		bad	
360	5_bad	bad	Chaozhou	Chaozhou	Sinitic	pʰai⁵³	pʰ.a.i.⁵³	pʰ a i ⁵³	chao1238	1292	23.657699	116.622317	1622	1622	FALSE	Lai2017FN		bad	
365	5_bad	bad	Jieyang	Jieyang	Sinitic	pʰai³¹	pʰ.a.i.³¹	pʰ a i ³¹	chao1239	1292	23.551122	116.373013	1622	1622	FALSE	Lai2017FN		bad	
364	5_bad	bad	Jieyang	Jieyang	Sinitic	mɔ³¹	m.ɔ.³¹	m ɔ ³¹	chao1239	1292	23.551122	116.373013	1625	1625	TRUE	Lai2017FN		bad	
366	5_bad	bad	Chaozhou	Chaozhou	Sinitic	mɔ⁵³	m.ɔ.⁵³	m ɔ ⁵³	chao1238	1292	23.657699	116.622317	1625	1625	TRUE	Lai2017FN		bad	
367	5_bad	bad	Tangut	Tangut	Tangut	niow	n.i.o.w	n i o./o w	tang1334	1292	38.477453	106.285383	10179	10179	FALSE	Li1997		bad	
