sagart_id	concept	concepticon_id	concepticon_gloss	partcentage	doculects
Sagart-2019-250-233	the wheat	1077	WHEAT	0.66	Jingpho MotuoMenba Alike Lhasa Daofu Yidu Batang MaerkangrGyalrong Zhaba DarangTaraon Xiahe Dulong Bokar Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Byangsi Rongpo Kulung Bantawa Lashi Bola Rangoon Atsi Achang
Sagart-2019-250-237	the wife	1199	WIFE	0.7	OldTibetan Japhug Daofu Jingpho MotuoMenba MaerkangrGyalrong Lhasa Dulong Zhaba DarangTaraon Batang Bokar Alike Yidu Xiahe Limbu Khaling OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Lashi Maru Rangoon Bola Xiandao
Sagart-2019-250-238	the wind	960	WIND	1.0	OldTibetan Japhug MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Lhasa Zhaba DarangTaraon Xiahe Lisu Bokar Jingpho Alike Yidu Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-239	the wing	1257	WING	0.92	OldTibetan Japhug Jingpho Lhasa MaerkangrGyalrong Daofu Dulong Batang Zhaba DarangTaraon Lisu Bokar Alike Yidu MotuoMenba Xiahe Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Kulung Bantawa Achang Atsi Bola Lashi Maru Rangoon Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-241	the wolf	522	WOLF	0.56	MaerkangrGyalrong Jingpho MotuoMenba Alike Daofu Dulong Zhaba DarangTaraon Lhasa Xiahe Lisu Bokar Yidu Batang Japhug OldChinese WobziKhroskyabs OldTibetan Bunan Xiandao Achang Bola Maru Rangoon Atsi Lashi Lushai Tangut
Sagart-2019-250-242	the woman	962	WOMAN	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba Lhasa Daofu Dulong Batang Zhaba DarangTaraon MaerkangrGyalrong Lisu Bokar Alike Yidu Xiahe OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Achang Atsi Bola Lashi Xiandao Maru Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-243	the wood (material)	1803	WOOD	0.7	Japhug Xiahe Jingpho MotuoMenba Daofu Alike Lhasa Dulong Zhaba Batang DarangTaraon Bokar MaerkangrGyalrong Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon
Sagart-2019-250-245	the year	1226	YEAR	0.98	OldTibetan Japhug Alike Jingpho MotuoMenba Lhasa Daofu Dulong Batang Zhaba DarangTaraon Lisu Bokar MaerkangrGyalrong Yidu Xiahe Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-209	there	1937	THERE	0.72	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Bokar Zhaba DarangTaraon Xiahe Lisu Alike Yidu Batang Khaling Limbu OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon
Sagart-2019-250-210	thick	1244	THICK	0.94	OldTibetan Japhug MaerkangrGyalrong Daofu Dulong Batang MotuoMenba Lisu Lhasa Xiahe Zhaba Bokar DarangTaraon Alike Yidu Jingpho Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Achang Atsi Bola Lashi Xiandao Rangoon Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-212	thin (object)	2249	THIN (OF SHAPE OF OBJECT)	0.94	OldTibetan Japhug Khaling Zhaba Lisu Alike MaerkangrGyalrong Lhasa Bokar Jingpho Batang Dulong DarangTaraon Xiahe Yidu MotuoMenba Daofu OldChinese OldBurmese Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha Achang Rangoon Xiandao Lashi Bola Maru Atsi
Sagart-2019-250-214	this	1214	THIS	0.72	OldTibetan Khaling Limbu Japhug Jingpho Dulong MaerkangrGyalrong MotuoMenba Lhasa Daofu Zhaba DarangTaraon Xiahe Batang Bokar Lisu Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Bantawa Achang Bola Lashi Maru Xiandao Rangoon Atsi
Sagart-2019-250-215	thou [second person singular]	1215	THOU	0.94	OldTibetan Khaling Limbu Japhug Yidu Lhasa Jingpho MaerkangrGyalrong Daofu Batang MotuoMenba Zhaba Dulong DarangTaraon Xiahe Lisu Bokar Alike OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Bantawa Achang Atsi Bola Lashi Maru Rangoon Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Jieyang Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-216	three	492	THREE	0.98	OldTibetan Japhug Jingpho MotuoMenba Daofu Batang DarangTaraon MaerkangrGyalrong Xiahe Zhaba Lisu Bokar Lhasa Alike Yidu Dulong Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-8	to be alive	1422	BE ALIVE	0.96	OldTibetan Japhug Jingpho MaerkangrGyalrong Lhasa Dulong Daofu Xiahe Zhaba DarangTaraon MotuoMenba Lisu Bokar Batang Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Maru Rangoon Atsi Lashi Bola Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-13	to bite	1403	BITE	0.98	Khaling Limbu Japhug Tangut OldTibetan Bokar Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang MotuoMenba DarangTaraon Zhaba Xiahe Lisu Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Bola Maru Lashi Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Achang Xiandao Atsi
Sagart-2019-250-16	to blow (of wind)	175	BLOW (OF WIND)	0.78	OldTibetan Japhug Bokar MaerkangrGyalrong Lhasa Jingpho Dulong Batang MotuoMenba Zhaba Xiahe Lisu Daofu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Rangoon Bahing Lushai Beijing Guangzhou Longgang Xingning Ukhrul Tangut
Sagart-2019-250-21	to burn [intransitive]	1428	BURNING	0.96	MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Jingpho Zhaba DarangTaraon Xiahe Bokar Batang Lisu Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-22	to buy	1869	BUY	1.0	OldTibetan Japhug Jingpho MotuoMenba Dulong Batang Alike Daofu DarangTaraon Zhaba Xiahe Lhasa MaerkangrGyalrong Lisu Bokar Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Chaozhou Longgang Jieyang Xingning Guangzhou Beijing Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-23	to chew	321	CHEW	0.94	OldTibetan Japhug Xiahe Lhasa Jingpho MotuoMenba Lisu Daofu Bokar Zhaba Dulong MaerkangrGyalrong Batang Alike DarangTaraon Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Xiandao Maru Rangoon Achang Bola Lashi Atsi Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-27	to come	1446	COME	1.0	OldTibetan Khaling Limbu Japhug Tangut Lisu Lhasa MotuoMenba MaerkangrGyalrong Daofu Dulong Jingpho Batang DarangTaraon Zhaba Bokar Xiahe Yidu Alike OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Lashi Xiandao Achang Atsi Bola Maru Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-29	to count	1420	COUNT	0.98	OldTibetan Japhug Bokar Jingpho MaerkangrGyalrong Lhasa Daofu MotuoMenba Dulong Batang DarangTaraon Zhaba Xiahe Lisu Alike Yidu OldChinese OldBurmese Khaling Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-30	to cry (weep)	1839	CRY	0.98	OldTibetan Japhug Lhasa Jingpho MotuoMenba Daofu Batang MaerkangrGyalrong DarangTaraon Zhaba Dulong Lisu Bokar Xiahe Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Lashi Xiandao Bola Achang Maru Rangoon Atsi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-34	to die	1494	DIE	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Daofu MotuoMenba Lhasa DarangTaraon Zhaba Dulong Batang Xiahe Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Achang Atsi
Sagart-2019-250-35	to dig	1418	DIG	0.96	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Alike Daofu Dulong Batang DarangTaraon Zhaba Xiahe Lhasa Lisu Bokar Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Atsi Lashi Xiandao Achang Bola Maru Rangoon Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-39	to drink	1401	DRINK	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho Lhasa MotuoMenba DarangTaraon Xiahe Dulong Lisu Bokar MaerkangrGyalrong Alike Batang Yidu Zhaba Daofu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Bola Lashi Maru Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Achang Xiandao Atsi
Sagart-2019-250-46	to eat	1336	EAT	1.0	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba Jingpho MaerkangrGyalrong Lhasa Daofu Batang Zhaba Xiahe Dulong Bokar DarangTaraon Alike Yidu Lisu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Lashi Maru Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Achang Xiandao Atsi
Sagart-2019-250-53	to fight	1423	FIGHT	0.96	OldTibetan Japhug Jingpho MaerkangrGyalrong Lhasa Dulong Batang Zhaba DarangTaraon Xiahe Daofu Lisu Bokar Alike Yidu OldChinese OldBurmese Khaling Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Rangoon Achang Xiandao Bola Lashi Maru Atsi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-59	to float	1574	FLOAT	0.76	OldTibetan Japhug MotuoMenba MaerkangrGyalrong Lhasa Jingpho Batang Daofu Zhaba Xiahe Bokar Lisu Dulong Alike Yidu OldChinese OldBurmese Khaling WobziKhroskyabs Chepang Garo Hakha Byangsi Maru Xiandao Achang Atsi Bola Lashi Rangoon Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut
Sagart-2019-250-60	to flow	2003	FLOW	0.74	OldTibetan Japhug Daofu MaerkangrGyalrong Dulong Batang Zhaba MotuoMenba Xiahe Lhasa Lisu Bokar Jingpho Yidu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Hakha Byangsi Kulung Bantawa Achang Bola Xiandao Rangoon Atsi Lashi Maru Lushai Beijing Guangzhou Longgang Xingning Ukhrul Tangut
Sagart-2019-250-62	to fly (move through air)	1441	FLY (MOVE THROUGH AIR)	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Daofu Batang Zhaba Xiahe Dulong Lhasa Lisu Bokar Alike DarangTaraon MotuoMenba Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Bola Xiandao Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Achang Atsi
Sagart-2019-250-66	to forget	1523	FORGET	0.96	Lhasa Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang DarangTaraon Zhaba Xiahe Yidu Lisu Bokar Alike Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bahing Lushai Beijing Guangzhou Longgang Xingning Ukhrul Hayu Tangut Mikir Rabha Achang Rangoon Xiandao Lashi Bola Maru Atsi Bantawa
Sagart-2019-250-74	to give	1447	GIVE	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba Lhasa Dulong DarangTaraon Xiahe Lisu Bokar MaerkangrGyalrong Alike Batang Daofu Yidu Zhaba OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Mikir Rabha
Sagart-2019-250-85	to hear	1408	HEAR	0.98	OldTibetan Khaling Limbu Japhug Tangut Batang Lhasa Alike MaerkangrGyalrong Daofu MotuoMenba Zhaba Xiahe Lisu Bokar Jingpho Dulong DarangTaraon OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Lashi Maru Xiandao Bola Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-89	to hide (conceal)	602	HIDE (CONCEAL)	0.98	OldTibetan Japhug Jingpho Zhaba MaerkangrGyalrong MotuoMenba Lhasa Dulong Batang Daofu Xiahe Bokar Alike Yidu Lisu DarangTaraon Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-91	to hold	1448	HOLD	0.96	OldTibetan Japhug Batang Bokar Lhasa Jingpho MotuoMenba Dulong DarangTaraon Zhaba Daofu Xiahe Lisu Yidu MaerkangrGyalrong Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha Lashi
Sagart-2019-250-99	to hunt	1435	HUNT	0.98	OldTibetan Japhug MaerkangrGyalrong Batang MotuoMenba Lhasa Daofu Dulong Zhaba DarangTaraon Xiahe Lisu Bokar Jingpho Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Rangoon Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-104	to kill	1417	KILL	1.0	OldTibetan Khaling Limbu Japhug Tangut Bokar MotuoMenba Lhasa Jingpho Batang Zhaba Daofu DarangTaraon Xiahe Dulong Lisu Alike Yidu MaerkangrGyalrong OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Lashi Bola Rangoon Achang Atsi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-105	to knead	274	KNEAD	0.6	Batang Lisu MotuoMenba MaerkangrGyalrong Xiahe Lhasa Daofu Dulong Jingpho DarangTaraon Zhaba Bokar Alike Japhug Khaling Limbu OldBurmese WobziKhroskyabs Chepang Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bahing Ukhrul Hayu Tangut
Sagart-2019-250-108	to know (something)	1410	KNOW (SOMETHING)	0.82	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba MaerkangrGyalrong Lhasa Alike Jingpho Dulong Batang DarangTaraon Zhaba Yidu Xiahe Daofu Lisu Bokar OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu
Sagart-2019-250-111	to laugh	1355	LAUGH	1.0	OldTibetan Japhug Batang MotuoMenba MaerkangrGyalrong Lhasa Daofu DarangTaraon Zhaba Xiahe Bokar Dulong Alike Yidu Lisu Jingpho Khaling OldChinese OldBurmese Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Rangoon Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha Achang Xiandao Atsi
Sagart-2019-250-113	to learn	504	LEARN	0.82	DarangTaraon Bokar Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Batang Zhaba Dulong Xiahe Lisu Alike Yidu Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut
Sagart-2019-250-115	to lick	319	LICK	1.0	OldTibetan Japhug Bokar Lisu MaerkangrGyalrong Lhasa Batang Jingpho MotuoMenba DarangTaraon Zhaba Xiahe Daofu Dulong Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Bola Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha Achang Xiandao Atsi
Sagart-2019-250-116	to lie down	215	LIE DOWN	0.82	OldTibetan Japhug Lisu Jingpho Alike MaerkangrGyalrong Lhasa Daofu MotuoMenba Batang Zhaba Xiahe Bokar Dulong Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Longgang Xingning Ukhrul Tangut
Sagart-2019-250-125	to marry (a man marries a woman)	2164	MARRY (AS MAN)	0.56	Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Batang DarangTaraon Zhaba Xiahe Lisu Bokar Dulong Alike Yidu Japhug Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Bantawa Lushai Ukhrul Tangut
Sagart-2019-250-152	to plant (vegetals, rice)	1486	PLANT (SOMETHING)	0.86	OldTibetan Japhug MaerkangrGyalrong Lhasa Daofu Jingpho Dulong MotuoMenba Batang Zhaba Xiahe Lisu Bokar Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Atsi Lashi Xiandao Achang Bola Maru Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut
Sagart-2019-250-153	to play	1413	PLAY	0.98	OldTibetan Japhug Lisu Jingpho MaerkangrGyalrong Alike Lhasa Daofu MotuoMenba Dulong Batang DarangTaraon Zhaba Xiahe Bokar Yidu Khaling Limbu OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha OldBurmese
Sagart-2019-250-154	to pull	1455	PULL	0.88	OldTibetan Japhug Lisu Lhasa Jingpho Daofu DarangTaraon Zhaba MaerkangrGyalrong Xiahe Bokar Dulong Batang MotuoMenba Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Ukhrul Hayu
Sagart-2019-250-155	to push	1452	PUSH	0.96	OldTibetan Japhug Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang DarangTaraon Yidu Xiahe Bokar Lisu Zhaba Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-159	to reside (live)	363	DWELL (LIVE, RESIDE)	0.94	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Lhasa Alike DarangTaraon Zhaba Daofu Xiahe Dulong Lisu Bokar Yidu Batang Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-167	to run	1519	RUN	0.8	Lisu Zhaba Jingpho MotuoMenba Lhasa Daofu Batang DarangTaraon Alike Xiahe MaerkangrGyalrong Bokar Dulong Yidu Japhug OldChinese OldBurmese Khaling Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut
Sagart-2019-250-171	to scratch	1436	SCRATCH	0.98	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba Xiahe Lisu Bokar Alike Yidu DarangTaraon Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-173	to see	1409	SEE	0.98	OldTibetan Khaling Limbu Japhug Tangut Lhasa MotuoMenba Zhaba Daofu MaerkangrGyalrong DarangTaraon Xiahe Dulong Lisu Bokar Jingpho Alike Yidu Batang OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Rangoon Achang Atsi Lashi Maru Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-178	to shoot (an arrow)	1172	SHOOT	0.98	OldTibetan Japhug Lhasa Jingpho MotuoMenba Dulong Batang Zhaba Daofu Lisu Bokar Alike Xiahe Yidu MaerkangrGyalrong DarangTaraon Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-183	to sing	1261	SING	0.94	OldTibetan Japhug Lisu Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Zhaba DarangTaraon Xiahe Dulong Bokar Batang Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Tangut Mikir Rabha
Sagart-2019-250-187	to sleep	1585	SLEEP	0.96	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba Jingpho MaerkangrGyalrong Lhasa Daofu Batang DarangTaraon Zhaba Xiahe Lisu Bokar Dulong Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Jieyang Ukhrul Hayu Mikir Rabha
Sagart-2019-250-189	to smell (perceive odor) [transitive]	1586	SMELL (PERCEIVE)	0.92	OldTibetan Japhug Jingpho Daofu MotuoMenba Dulong Batang Zhaba Xiahe Bokar DarangTaraon Lisu Lhasa Yidu MaerkangrGyalrong Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Bola Lashi Maru Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha Achang Xiandao Atsi
